step,node,x,y,vx,vy
8,17,-1.000000e+01,-1.000000e+01,-7.133672e+58,-7.400258e+58
8,18,-1.000000e+01,-1.000000e+01,-7.262073e+58,-7.456148e+58
8,19,-1.000000e+01,1.000000e+01,-8.072408e+58,8.840369e+58
8,20,-1.000000e+01,-1.000000e+01,-6.658777e+58,-6.846108e+58
8,21,-1.000000e+01,-1.000000e+01,-8.021750e+58,-8.328777e+58
8,22,1.000000e+01,1.000000e+01,8.672420e+58,8.507766e+58
8,23,1.000000e+01,-1.000000e+01,1.655431e+59,-1.447175e+59
8,24,1.000000e+01,-1.000000e+01,9.176245e+58,-7.587041e+58
8,25,-1.000000e+01,-1.000000e+01,-7.028295e+58,-7.304210e+58
8,26,1.000000e+01,-1.000000e+01,1.657773e+59,-1.309092e+59
8,27,-1.000000e+01,-1.000000e+01,-7.998765e+58,-8.319594e+58
8,28,1.000000e+01,1.000000e+01,8.937641e+58,8.774891e+58
8,29,-1.000000e+01,1.000000e+01,-8.415625e+58,9.236916e+58
8,30,-1.000000e+01,-1.000000e+01,-6.581159e+58,-6.756979e+58
8,31,-1.000000e+01,1.000000e+01,-7.712482e+58,8.459742e+58
8,32,1.000000e+01,1.000000e+01,1.882825e+59,1.683611e+59
8,33,-1.000000e+01,1.000000e+01,-8.309392e+58,9.104285e+58
8,34,1.000000e+01,1.000000e+01,9.075122e+58,8.891789e+58
8,35,1.000000e+01,1.000000e+01,8.245676e+58,7.983192e+58
8,36,1.000000e+01,-1.000000e+01,8.740889e+58,-7.223013e+58
8,37,-1.000000e+01,-1.000000e+01,-6.790375e+58,-7.064312e+58
8,38,-1.000000e+01,1.000000e+01,-7.982845e+58,9.750337e+58
8,39,-1.000000e+01,-1.000000e+01,-7.424160e+58,-7.716596e+58
8,40,-1.000000e+01,1.000000e+01,-7.617829e+58,9.284176e+58
8,41,-1.000000e+01,-1.000000e+01,-7.834279e+58,-8.111319e+58
8,42,-1.000000e+01,1.000000e+01,-7.122799e+58,8.687184e+58
8,43,1.000000e+01,1.000000e+01,8.383450e+58,8.120358e+58
8,44,-1.000000e+01,1.000000e+01,-1.015326e+59,1.348570e+59
8,45,-1.000000e+01,-1.000000e+01,-6.831454e+58,-7.090736e+58
8,46,1.000000e+01,-1.000000e+01,1.697823e+59,-1.343704e+59
8,47,-1.000000e+01,1.000000e+01,-1.280671e+59,1.507909e+59
8,48,1.000000e+01,1.000000e+01,9.125454e+58,8.947389e+58
8,49,-1.000000e+01,-1.000000e+01,-7.534963e+58,-7.822926e+58
9,0,1.000000e+01,1.000000e+01,7.182076e+58,7.378240e+58
9,1,1.000000e+01,1.000000e+01,7.842963e+58,8.130502e+58
9,2,1.000000e+01,-1.000000e+01,8.134763e+58,-9.914533e+58
9,3,-1.000000e+01,1.000000e+01,-9.087028e+58,8.319556e+58
9,4,-1.000000e+01,1.000000e+01,-1.021809e+59,8.454334e+58
9,5,-1.000000e+01,-1.000000e+01,-8.544438e+58,-8.256482e+58
9,6,1.000000e+01,-1.000000e+01,7.906832e+58,-9.631894e+58
9,7,1.000000e+01,1.000000e+01,7.927244e+58,8.235679e+58
9,8,1.000000e+01,-1.000000e+01,8.641415e+58,-1.051869e+59
9,9,-1.000000e+01,-1.000000e+01,-8.444390e+58,-8.169382e+58
9,10,1.000000e+01,-1.000000e+01,7.745038e+58,-9.437663e+58
9,11,-1.000000e+01,1.000000e+01,-1.729621e+59,1.514300e+59
9,12,1.000000e+01,1.000000e+01,8.064270e+58,8.274169e+58
9,13,-1.000000e+01,1.000000e+01,-1.625500e+59,1.421174e+59
9,14,-1.000000e+01,-1.000000e+01,-9.458199e+58,-9.253130e+58
9,15,1.000000e+01,-1.000000e+01,7.858207e+58,-8.607691e+58
9,16,-1.000000e+01,1.000000e+01,-9.093910e+58,7.526157e+58
9,17,1.000000e+01,1.000000e+01,7.635606e+58,7.921154e+58
9,18,1.000000e+01,1.000000e+01,7.771858e+58,7.979714e+58
9,19,1.000000e+01,-1.000000e+01,8.639537e+58,-9.462212e+58
9,20,1.000000e+01,1.000000e+01,7.127610e+58,7.327634e+58
9,21,1.000000e+01,1.000000e+01,8.584951e+58,8.913224e+58
9,22,-1.000000e+01,-1.000000e+01,-9.282587e+58,-9.105671e+58
9,23,-1.000000e+01,1.000000e+01,-1.771936e+59,1.549082e+59
9,24,-1.000000e+01,1.000000e+01,-9.822081e+58,8.121001e+58
9,25,1.000000e+01,1.000000e+01,7.522953e+58,7.817620e+58
9,26,-1.000000e+01,1.000000e+01,-1.774274e+59,1.401286e+59
9,27,1.000000e+01,1.000000e+01,8.561314e+58,8.903395e+58
9,28,-1.000000e+01,-1.000000e+01,-9.566796e+58,-9.391471e+58
9,29,1.000000e+01,-1.000000e+01,9.007996e+58,-9.886547e+58
9,30,1.000000e+01,1.000000e+01,7.044068e+58,7.232381e+58
9,31,1.000000e+01,-1.000000e+01,8.255412e+58,-9.055294e+58
9,32,-1.000000e+01,-1.000000e+01,-2.015114e+59,-1.801956e+59
9,33,1.000000e+01,-1.000000e+01,8.893429e+58,-9.744746e+58
9,34,-1.000000e+01,-1.000000e+01,-9.713767e+58,-9.517753e+58
9,35,-1.000000e+01,-1.000000e+01,-8.826116e+58,-8.545029e+58
9,36,-1.000000e+01,1.000000e+01,-9.355290e+58,7.731003e+58
9,37,1.000000e+01,1.000000e+01,7.268324e+58,7.560411e+58
9,38,1.000000e+01,-1.000000e+01,8.545005e+58,-1.043499e+59
9,39,1.000000e+01,1.000000e+01,7.946641e+58,8.258858e+58
9,40,1.000000e+01,-1.000000e+01,8.153931e+58,-9.936449e+58
9,41,1.000000e+01,1.000000e+01,8.384260e+58,8.682155e+58
9,42,1.000000e+01,-1.000000e+01,7.624241e+58,-9.297581e+58
9,43,-1.000000e+01,-1.000000e+01,-8.973743e+58,-8.691610e+58
9,44,1.000000e+01,-1.000000e+01,1.086742e+59,-1.443424e+59
9,45,1.000000e+01,1.000000e+01,7.312428e+58,7.589942e+58
9,46,-1.000000e+01,1.000000e+01,-1.817375e+59,1.438297e+59
9,47,1.000000e+01,-1.000000e+01,1.370840e+59,-1.613909e+59
9,48,-1.000000e+01,-1.000000e+01,-9.767868e+58,-9.576923e+58
9,49,1.000000e+01,1.000000e+01,8.065276e+58,8.373395e+58
10,0,-1.000000e+01,-1.000000e+01,-7.609326e+58,-7.817011e+58
10,1,-1.000000e+01,-1.000000e+01,-8.308359e+58,-8.613567e+58
10,2,-1.000000e+01,1.000000e+01,-8.618701e+58,1.050369e+59
10,3,1.000000e+01,-1.000000e+01,9.627512e+58,-8.814434e+58
10,4,1.000000e+01,-1.000000e+01,1.082628e+59,-8.957168e+58
10,5,1.000000e+01,1.000000e+01,9.052020e+58,8.747702e+58
10,6,-1.000000e+01,1.000000e+01,-8.377477e+58,1.020472e+59
10,7,-1.000000e+01,-1.000000e+01,-8.399060e+58,-8.725376e+58
10,8,-1.000000e+01,1.000000e+01,-9.154705e+58,1.114335e+59
10,9,1.000000e+01,1.000000e+01,8.946395e+58,8.655303e+58
10,10,-1.000000e+01,1.000000e+01,-8.205633e+58,9.998166e+58
10,11,1.000000e+01,-1.000000e+01,1.832310e+59,-1.604142e+59
10,12,-1.000000e+01,-1.000000e+01,-8.542493e+58,-8.765342e+58
10,13,1.000000e+01,-1.000000e+01,1.722086e+59,-1.505659e+59
10,14,1.000000e+01,1.000000e+01,1.002013e+59,9.803870e+58
10,15,-1.000000e+01,1.000000e+01,-8.324695e+58,9.119119e+58
10,16,1.000000e+01,-1.000000e+01,9.634562e+58,-7.973115e+58
10,17,-1.000000e+01,-1.000000e+01,-8.089735e+58,-8.392438e+58
10,18,-1.000000e+01,-1.000000e+01,-8.233091e+58,-8.453415e+58
10,19,-1.000000e+01,1.000000e+01,-9.152652e+58,1.002483e+59
10,20,-1.000000e+01,-1.000000e+01,-7.551792e+58,-7.763299e+58
10,21,-1.000000e+01,-1.000000e+01,-9.094511e+58,-9.442006e+58
10,22,1.000000e+01,1.000000e+01,9.834640e+58,9.646631e+58
10,23,1.000000e+01,-1.000000e+01,1.877345e+59,-1.641283e+59
10,24,1.000000e+01,-1.000000e+01,1.040641e+59,-8.604106e+58
10,25,-1.000000e+01,-1.000000e+01,-7.970499e+58,-8.282133e+58
10,26,1.000000e+01,-1.000000e+01,1.879680e+59,-1.484700e+59
10,27,-1.000000e+01,-1.000000e+01,-9.070285e+58,-9.431594e+58
10,28,1.000000e+01,1.000000e+01,1.013603e+59,9.949326e+58
10,29,-1.000000e+01,1.000000e+01,-9.543950e+58,1.047431e+59
10,30,-1.000000e+01,-1.000000e+01,-7.462888e+58,-7.662505e+58
10,31,-1.000000e+01,1.000000e+01,-8.746633e+58,9.594125e+58
10,32,1.000000e+01,1.000000e+01,2.134804e+59,1.909030e+59
10,33,-1.000000e+01,1.000000e+01,-9.421842e+58,1.032421e+59
10,34,1.000000e+01,1.000000e+01,1.029159e+59,1.008410e+59
10,35,1.000000e+01,1.000000e+01,9.351274e+58,9.053355e+58
10,36,1.000000e+01,-1.000000e+01,9.911176e+58,-8.190611e+58
10,37,-1.000000e+01,-1.000000e+01,-7.700753e+58,-8.009260e+58
10,38,-1.000000e+01,1.000000e+01,-9.053624e+58,1.105443e+59
10,39,-1.000000e+01,-1.000000e+01,-8.419361e+58,-8.749475e+58
10,40,-1.000000e+01,1.000000e+01,-8.638974e+58,1.052660e+59
10,41,-1.000000e+01,-1.000000e+01,-8.881859e+58,-9.198623e+58
10,42,-1.000000e+01,1.000000e+01,-8.077926e+58,9.849843e+58
10,43,1.000000e+01,1.000000e+01,9.507817e+58,9.208456e+58
10,44,-1.000000e+01,1.000000e+01,-1.151357e+59,1.529243e+59
10,45,-1.000000e+01,-1.000000e+01,-7.747592e+58,-8.041604e+58
10,46,1.000000e+01,-1.000000e+01,1.925541e+59,-1.523882e+59
10,47,-1.000000e+01,1.000000e+01,-1.452422e+59,1.709815e+59
10,48,1.000000e+01,1.000000e+01,1.034910e+59,1.014650e+59
10,49,-1.000000e+01,-1.000000e+01,-8.545081e+58,-8.871437e+58
11,0,1.000000e+01,1.000000e+01,7.999422e+58,8.217627e+58
11,1,1.000000e+01,1.000000e+01,8.733284e+58,9.054626e+58
11,2,1.000000e+01,-1.000000e+01,9.060556e+58,-1.104161e+59
11,3,-1.000000e+01,1.000000e+01,-1.012100e+59,9.266277e+58
11,4,-1.000000e+01,1.000000e+01,-1.138158e+59,9.416277e+58
11,5,-1.000000e+01,-1.000000e+01,-9.515463e+58,-9.196207e+58
11,6,1.000000e+01,-1.000000e+01,8.807195e+58,-1.072774e+59
11,7,1.000000e+01,1.000000e+01,8.829847e+58,9.172489e+58
11,8,1.000000e+01,-1.000000e+01,9.623361e+58,-1.171369e+59
11,9,-1.000000e+01,-1.000000e+01,-9.404746e+58,-9.098969e+58
11,10,1.000000e+01,-1.000000e+01,8.626176e+58,-1.050993e+59
11,11,-1.000000e+01,1.000000e+01,-1.926069e+59,1.686171e+59
11,12,1.000000e+01,1.000000e+01,8.979129e+58,9.213802e+58
11,13,-1.000000e+01,1.000000e+01,-1.810273e+59,1.582797e+59
11,14,-1.000000e+01,-1.000000e+01,-1.053319e+59,-1.030672e+59
11,15,1.000000e+01,-1.000000e+01,8.750616e+58,-9.586075e+58
11,16,-1.000000e+01,1.000000e+01,-1.012820e+59,8.381206e+58
11,17,1.000000e+01,1.000000e+01,8.504374e+58,8.822740e+58
11,18,1.000000e+01,1.000000e+01,8.654216e+58,8.885924e+58
11,19,1.000000e+01,-1.000000e+01,9.621147e+58,-1.053852e+59
11,20,1.000000e+01,1.000000e+01,7.939087e+58,8.161079e+58
11,21,1.000000e+01,1.000000e+01,9.559761e+58,9.924807e+58
11,22,-1.000000e+01,-1.000000e+01,-1.033869e+59,-1.014055e+59
11,23,-1.000000e+01,1.000000e+01,-1.973588e+59,1.725467e+59
11,24,-1.000000e+01,1.000000e+01,-1.093992e+59,9.045200e+58
11,25,1.000000e+01,1.000000e+01,8.379127e+58,8.706252e+58
11,26,-1.000000e+01,1.000000e+01,-1.975920e+59,1.560860e+59
11,27,1.000000e+01,1.000000e+01,9.534996e+58,9.913862e+58
11,28,-1.000000e+01,-1.000000e+01,-1.065576e+59,-1.045867e+59
11,29,1.000000e+01,-1.000000e+01,1.003330e+59,-1.101095e+59
11,30,1.000000e+01,1.000000e+01,7.845289e+58,8.055227e+58
11,31,1.000000e+01,-1.000000e+01,9.195137e+58,-1.008610e+59
11,32,-1.000000e+01,-1.000000e+01,-2.244086e+59,-2.006793e+59
11,33,1.000000e+01,-1.000000e+01,9.904305e+58,-1.085328e+59
11,34,-1.000000e+01,-1.000000e+01,-1.081916e+59,-1.060120e+59
11,35,-1.000000e+01,-1.000000e+01,-9.830764e+58,-9.517478e+58
11,36,-1.000000e+01,1.000000e+01,-1.041872e+59,8.610252e+58
11,37,1.000000e+01,1.000000e+01,8.095579e+58,8.419079e+58
11,38,1.000000e+01,-1.000000e+01,9.518014e+58,-1.162001e+59
11,39,1.000000e+01,1.000000e+01,8.850973e+58,9.197428e+58
11,40,1.000000e+01,-1.000000e+01,9.081838e+58,-1.106543e+59
11,41,1.000000e+01,1.000000e+01,9.336188e+58,9.670179e+58
11,42,1.000000e+01,-1.000000e+01,8.492159e+58,-1.035408e+59
11,43,-1.000000e+01,-1.000000e+01,-9.995447e+58,-9.680357e+58
11,44,1.000000e+01,-1.000000e+01,1.210352e+59,-1.607600e+59
11,45,1.000000e+01,1.000000e+01,8.144916e+58,8.453989e+58
11,46,-1.000000e+01,1.000000e+01,-2.024301e+59,1.602023e+59
11,47,1.000000e+01,-1.000000e+01,1.526909e+59,-1.797380e+59
11,48,-1.000000e+01,-1.000000e+01,-1.087978e+59,-1.066655e+59
11,49,1.000000e+01,1.000000e+01,8.983163e+58,9.326170e+58
12,0,-1.000000e+01,-1.000000e+01,-8.358310e+58,-8.586193e+58
12,1,-1.000000e+01,-1.000000e+01,-9.124214e+58,-9.460399e+58
12,2,-1.000000e+01,1.000000e+01,-9.467062e+58,1.153650e+59
12,3,1.000000e+01,-1.000000e+01,1.057500e+59,-9.681973e+58
12,4,1.000000e+01,-1.000000e+01,1.189246e+59,-9.838655e+58
12,5,1.000000e+01,1.000000e+01,9.941829e+58,9.608830e+58
12,6,-1.000000e+01,1.000000e+01,-9.202535e+58,1.120892e+59
12,7,-1.000000e+01,-1.000000e+01,-9.226171e+58,-9.583832e+58
12,8,-1.000000e+01,1.000000e+01,-1.005452e+59,1.223840e+59
12,9,1.000000e+01,1.000000e+01,9.826427e+58,9.507141e+58
12,10,-1.000000e+01,1.000000e+01,-9.013074e+58,1.098075e+59
12,11,1.000000e+01,-1.000000e+01,2.012327e+59,-1.761638e+59
12,12,-1.000000e+01,-1.000000e+01,-9.380833e+58,-9.626384e+58
12,13,1.000000e+01,-1.000000e+01,1.891405e+59,-1.653764e+59
12,14,1.000000e+01,1.000000e+01,1.100521e+59,1.076934e+59
12,15,-1.000000e+01,1.000000e+01,-9.142463e+58,1.001567e+59
12,16,1.000000e+01,-1.000000e+01,1.058234e+59,-8.756649e+58
12,17,-1.000000e+01,-1.000000e+01,-8.885840e+58,-9.218617e+58
12,18,-1.000000e+01,-1.000000e+01,-9.041650e+58,-9.283831e+58
12,19,-1.000000e+01,1.000000e+01,-1.005216e+59,1.101112e+59
12,20,-1.000000e+01,-1.000000e+01,-8.295397e+58,-8.527036e+58
12,21,-1.000000e+01,-1.000000e+01,-9.987790e+58,-1.036898e+59
12,22,1.000000e+01,1.000000e+01,1.080241e+59,1.059495e+59
12,23,1.000000e+01,-1.000000e+01,2.062131e+59,-1.802916e+59
12,24,1.000000e+01,-1.000000e+01,1.143075e+59,-9.451006e+58
12,25,-1.000000e+01,-1.000000e+01,-8.755064e+58,-9.096440e+58
12,26,1.000000e+01,-1.000000e+01,2.064460e+59,-1.630927e+59
12,27,-1.000000e+01,-1.000000e+01,-9.962529e+58,-1.035755e+59
12,28,1.000000e+01,1.000000e+01,1.113392e+59,1.092727e+59
12,29,-1.000000e+01,1.000000e+01,-1.048350e+59,1.150467e+59
12,30,-1.000000e+01,-1.000000e+01,-8.197097e+58,-8.416529e+58
12,31,-1.000000e+01,1.000000e+01,-9.607760e+58,1.053872e+59
12,32,1.000000e+01,1.000000e+01,2.344624e+59,2.096735e+59
12,33,-1.000000e+01,1.000000e+01,-1.034817e+59,1.134003e+59
12,34,1.000000e+01,1.000000e+01,1.130452e+59,1.107692e+59
12,35,1.000000e+01,1.000000e+01,1.027189e+59,9.944470e+58
12,36,1.000000e+01,-1.000000e+01,1.088566e+59,-8.996321e+58
12,37,-1.000000e+01,-1.000000e+01,-8.458817e+58,-8.796111e+58
12,38,-1.000000e+01,1.000000e+01,-9.945252e+58,1.214034e+59
12,39,-1.000000e+01,-1.000000e+01,-9.248055e+58,-9.609543e+58
12,40,-1.000000e+01,1.000000e+01,-9.489272e+58,1.156115e+59
12,41,-1.000000e+01,-1.000000e+01,-9.754170e+58,-1.010401e+59
12,42,-1.000000e+01,1.000000e+01,-8.873252e+58,1.081798e+59
12,43,1.000000e+01,1.000000e+01,1.044407e+59,1.011450e+59
12,44,-1.000000e+01,1.000000e+01,-1.264628e+59,1.679688e+59
12,45,-1.000000e+01,-1.000000e+01,-8.510453e+58,-8.833382e+58
12,46,1.000000e+01,-1.000000e+01,2.115160e+59,-1.673914e+59
12,47,-1.000000e+01,1.000000e+01,-1.595437e+59,1.877940e+59
12,48,1.000000e+01,1.000000e+01,1.136801e+59,1.114499e+59
12,49,-1.000000e+01,-1.000000e+01,-9.386198e+58,-9.744523e+58
13,0,1.000000e+01,1.000000e+01,8.690630e+58,8.927474e+58
13,1,1.000000e+01,1.000000e+01,9.486204e+58,9.836133e+58
13,2,1.000000e+01,-1.000000e+01,9.843474e+58,-1.199475e+59
13,3,-1.000000e+01,1.000000e+01,-1.099540e+59,1.006689e+59
13,4,-1.000000e+01,1.000000e+01,-1.236552e+59,1.022977e+59
13,5,-1.000000e+01,-1.000000e+01,-1.033663e+59,-9.990907e+58
13,6,1.000000e+01,-1.000000e+01,9.568609e+58,-1.165447e+59
13,7,1.000000e+01,1.000000e+01,9.593155e+58,9.964724e+58
13,8,1.000000e+01,-1.000000e+01,1.045377e+59,-1.272427e+59
13,9,-1.000000e+01,-1.000000e+01,-1.021689e+59,-9.885096e+58
13,10,1.000000e+01,-1.000000e+01,9.371330e+58,-1.141671e+59
13,11,-1.000000e+01,1.000000e+01,-2.092200e+59,1.831519e+59
13,12,1.000000e+01,1.000000e+01,9.752800e+58,1.000842e+59
13,13,-1.000000e+01,1.000000e+01,-1.966530e+59,1.719477e+59
13,14,-1.000000e+01,-1.000000e+01,-1.144229e+59,-1.119771e+59
13,15,1.000000e+01,-1.000000e+01,9.505303e+58,-1.041347e+59
13,16,-1.000000e+01,1.000000e+01,-1.100287e+59,9.104298e+58
13,17,1.000000e+01,1.000000e+01,9.239067e+58,9.585188e+58
13,18,1.000000e+01,1.000000e+01,9.400402e+58,9.652281e+58
13,19,1.000000e+01,-1.000000e+01,1.045127e+59,-1.144873e+59
13,20,1.000000e+01,1.000000e+01,8.625331e+58,8.865901e+58
13,21,1.000000e+01,1.000000e+01,1.038413e+59,1.078028e+59
13,22,-1.000000e+01,-1.000000e+01,-1.123180e+59,-1.101572e+59
13,23,-1.000000e+01,1.000000e+01,-2.144120e+59,1.874631e+59
13,24,-1.000000e+01,1.000000e+01,-1.188524e+59,9.826771e+58
13,25,1.000000e+01,1.000000e+01,9.103170e+58,9.457744e+58
13,26,-1.000000e+01,1.000000e+01,-2.146446e+59,1.695807e+59
13,27,1.000000e+01,1.000000e+01,1.035841e+59,1.076839e+59
13,28,-1.000000e+01,-1.000000e+01,-1.157667e+59,-1.136117e+59
13,29,1.000000e+01,-1.000000e+01,1.090037e+59,-1.196184e+59
13,30,1.000000e+01,1.000000e+01,8.522861e+58,8.751085e+58
13,31,1.000000e+01,-1.000000e+01,9.989838e+58,-1.095782e+59
13,32,-1.000000e+01,-1.000000e+01,-2.437720e+59,-2.180019e+59
13,33,1.000000e+01,-1.000000e+01,1.075918e+59,-1.179074e+59
13,34,-1.000000e+01,-1.000000e+01,-1.175396e+59,-1.151744e+59
13,35,-1.000000e+01,-1.000000e+01,-1.068037e+59,-1.033985e+59
13,36,-1.000000e+01,1.000000e+01,-1.131804e+59,9.353810e+58
13,37,1.000000e+01,1.000000e+01,8.795166e+58,9.145231e+58
13,38,1.000000e+01,-1.000000e+01,1.034086e+59,-1.262215e+59
13,39,1.000000e+01,1.000000e+01,9.615742e+58,9.991151e+58
13,40,1.000000e+01,-1.000000e+01,9.866545e+58,-1.202018e+59
13,41,1.000000e+01,1.000000e+01,1.014121e+59,1.050573e+59
13,42,1.000000e+01,-1.000000e+01,9.226133e+58,-1.124753e+59
13,43,-1.000000e+01,-1.000000e+01,-1.085948e+59,-1.051651e+59
13,44,1.000000e+01,-1.000000e+01,1.314886e+59,-1.746439e+59
13,45,1.000000e+01,1.000000e+01,8.848929e+58,9.184689e+58
13,46,-1.000000e+01,1.000000e+01,-2.199293e+59,1.740482e+59
13,47,1.000000e+01,-1.000000e+01,1.658892e+59,-1.952536e+59
13,48,-1.000000e+01,-1.000000e+01,-1.182010e+59,-1.158801e+59
13,49,1.000000e+01,1.000000e+01,9.759396e+58,1.013191e+59
14,0,-1.000000e+01,-1.000000e+01,-9.000029e+58,-9.245218e+58
14,1,-1.000000e+01,-1.000000e+01,-9.823228e+58,-1.018595e+59
14,2,-1.000000e+01,1.000000e+01,-1.019393e+59,1.242139e+59
14,3,1.000000e+01,-1.000000e+01,1.138680e+59,-1.042527e+59
14,4,1.000000e+01,-1.000000e+01,1.280595e+59,-1.059390e+59
14,5,1.000000e+01,1.000000e+01,1.070421e+59,1.034663e+59
14,6,-1.000000e+01,1.000000e+01,-9.909434e+58,1.206930e+59
14,7,-1.000000e+01,-1.000000e+01,-9.934828e+58,-1.031935e+59
14,8,-1.000000e+01,1.000000e+01,-1.082547e+59,1.317663e+59
14,9,1.000000e+01,1.000000e+01,1.058043e+59,1.023698e+59
14,10,-1.000000e+01,1.000000e+01,-9.704878e+58,1.182261e+59
14,11,1.000000e+01,-1.000000e+01,2.166564e+59,-1.896579e+59
14,12,-1.000000e+01,-1.000000e+01,-1.009911e+59,-1.036411e+59
14,13,1.000000e+01,-1.000000e+01,2.036475e+59,-1.780658e+59
14,14,1.000000e+01,1.000000e+01,1.184922e+59,1.159654e+59
14,15,-1.000000e+01,1.000000e+01,-9.843117e+58,1.078383e+59
14,16,1.000000e+01,-1.000000e+01,1.139439e+59,-9.427970e+58
14,17,-1.000000e+01,-1.000000e+01,-9.567932e+58,-9.926476e+58
14,18,-1.000000e+01,-1.000000e+01,-9.734412e+58,-9.995319e+58
14,19,-1.000000e+01,1.000000e+01,-1.082285e+59,1.185616e+59
14,20,-1.000000e+01,-1.000000e+01,-8.932508e+58,-9.181395e+58
14,21,-1.000000e+01,-1.000000e+01,-1.075314e+59,-1.116320e+59
14,22,1.000000e+01,1.000000e+01,1.163158e+59,1.140746e+59
14,23,1.000000e+01,-1.000000e+01,2.220453e+59,-1.941400e+59
14,24,1.000000e+01,-1.000000e+01,1.230839e+59,-1.017662e+59
14,25,-1.000000e+01,-1.000000e+01,-9.427268e+58,-9.794128e+58
14,26,1.000000e+01,-1.000000e+01,2.222778e+59,-1.756212e+59
14,27,-1.000000e+01,-1.000000e+01,-1.072699e+59,-1.115089e+59
14,28,1.000000e+01,1.000000e+01,1.198889e+59,1.176515e+59
14,29,-1.000000e+01,1.000000e+01,-1.128849e+59,1.238747e+59
14,30,-1.000000e+01,-1.000000e+01,-8.826157e+58,-9.062566e+58
14,31,-1.000000e+01,1.000000e+01,-1.034556e+59,1.134803e+59
14,32,1.000000e+01,1.000000e+01,2.524396e+59,2.257558e+59
14,33,-1.000000e+01,1.000000e+01,-1.114183e+59,1.221037e+59
14,34,1.000000e+01,1.000000e+01,1.217240e+59,1.192756e+59
14,35,1.000000e+01,1.000000e+01,1.106067e+59,1.070797e+59
14,36,1.000000e+01,-1.000000e+01,1.172059e+59,-9.686642e+58
14,37,-1.000000e+01,-1.000000e+01,-9.108316e+58,-9.470273e+58
14,38,-1.000000e+01,1.000000e+01,-1.070919e+59,1.307073e+59
14,39,-1.000000e+01,-1.000000e+01,-9.958070e+58,-1.034644e+59
14,40,-1.000000e+01,1.000000e+01,-1.021780e+59,1.244754e+59
14,41,-1.000000e+01,-1.000000e+01,-1.050155e+59,-1.087973e+59
14,42,-1.000000e+01,1.000000e+01,-9.554676e+58,1.164746e+59
14,43,1.000000e+01,1.000000e+01,1.124623e+59,1.089079e+59
14,44,-1.000000e+01,1.000000e+01,-1.361677e+59,1.808586e+59
14,45,-1.000000e+01,-1.000000e+01,-9.164061e+58,-9.511767e+58
14,46,1.000000e+01,-1.000000e+01,2.277623e+59,-1.802459e+59
14,47,-1.000000e+01,1.000000e+01,-1.717971e+59,2.021987e+59
14,48,1.000000e+01,1.000000e+01,1.224101e+59,1.200048e+59
14,49,-1.000000e+01,-1.000000e+01,-1.010685e+59,-1.049257e+59
15,0,1.000000e+01,1.000000e+01,1.797821e+59,1.846550e+59
15,1,1.000000e+01,1.000000e+01,1.960300e+59,2.033704e+59
15,2,1.000000e+01,-1.000000e+01,2.036334e+59,-2.480182e+59
15,3,-1.000000e+01,1.000000e+01,-2.274447e+59,2.082457e+59
15,4,-1.000000e+01,1.000000e+01,-2.558639e+59,2.116040e+59
15,5,-1.000000e+01,-1.000000e+01,-2.137048e+59,-2.066909e+59
15,6,1.000000e+01,-1.000000e+01,1.979952e+59,-2.410670e+59
15,7,1.000000e+01,1.000000e+01,1.984951e+59,2.060978e+59
15,8,1.000000e+01,-1.000000e+01,2.161171e+59,-2.630316e+59
15,9,-1.000000e+01,-1.000000e+01,-2.112950e+59,-2.044808e+59
15,10,1.000000e+01,-1.000000e+01,1.938378e+59,-2.360096e+59
15,11,-1.000000e+01,1.000000e+01,-4.324455e+59,3.784511e+59
15,12,1.000000e+01,1.000000e+01,2.014842e+59,2.068555e+59
15,13,-1.000000e+01,1.000000e+01,-4.066124e+59,3.556015e+59
15,14,-1.000000e+01,-1.000000e+01,-2.365754e+59,-2.316971e+59
15,15,1.000000e+01,-1.000000e+01,1.964583e+59,-2.153094e+59
15,16,-1.000000e+01,1.000000e+01,-2.275559e+59,1.882030e+59
15,17,1.000000e+01,1.000000e+01,1.911095e+59,1.982999e+59
15,18,1.000000e+01,1.000000e+01,1.942671e+59,1.994962e+59
15,19,1.000000e+01,-1.000000e+01,2.160540e+59,-2.367894e+59
15,20,1.000000e+01,1.000000e+01,1.784621e+59,1.833641e+59
15,21,1.000000e+01,1.000000e+01,2.146099e+59,2.227498e+59
15,22,-1.000000e+01,-1.000000e+01,-2.323237e+59,-2.277514e+59
15,23,-1.000000e+01,1.000000e+01,-4.435510e+59,3.878911e+59
15,24,-1.000000e+01,1.000000e+01,-2.458734e+59,2.032853e+59
15,25,1.000000e+01,1.000000e+01,1.883195e+59,1.955534e+59
15,26,-1.000000e+01,1.000000e+01,-4.437764e+59,3.509054e+59
15,27,1.000000e+01,1.000000e+01,2.142245e+59,2.225041e+59
15,28,-1.000000e+01,-1.000000e+01,-2.395071e+59,-2.348787e+59
15,29,1.000000e+01,-1.000000e+01,2.255095e+59,-2.473858e+59
15,30,1.000000e+01,1.000000e+01,1.762721e+59,1.810115e+59
15,31,1.000000e+01,-1.000000e+01,2.066802e+59,-2.267096e+59
15,32,-1.000000e+01,-1.000000e+01,-5.039542e+59,-4.507602e+59
15,33,1.000000e+01,-1.000000e+01,2.224585e+59,-2.438715e+59
15,34,-1.000000e+01,-1.000000e+01,-2.431463e+59,-2.382870e+59
