step,node,x,y,z
8,19,-10.000000,10.000000,0.268134
8,20,-10.000000,-10.000000,-0.050492
8,21,-10.000000,-10.000000,0.832208
8,22,10.000000,10.000000,-0.198306
8,23,10.000000,-10.000000,0.033357
8,24,10.000000,-10.000000,0.434203
8,25,-10.000000,-10.000000,-0.432073
8,26,10.000000,-10.000000,0.628767
8,27,-10.000000,-10.000000,0.487331
8,28,10.000000,10.000000,-0.701574
8,29,-10.000000,10.000000,-0.729662
8,30,-10.000000,-10.000000,-0.445592
8,31,-10.000000,10.000000,-0.904066
8,32,10.000000,10.000000,0.139391
8,33,-10.000000,10.000000,0.292968
8,34,10.000000,10.000000,0.721977
8,35,10.000000,10.000000,0.559425
8,36,10.000000,-10.000000,-0.707045
8,37,-10.000000,-10.000000,0.759536
8,38,-10.000000,10.000000,-0.762358
8,39,-10.000000,-10.000000,-0.146703
8,40,-10.000000,10.000000,-0.073762
8,41,-10.000000,-10.000000,0.856297
8,42,-10.000000,10.000000,-0.603784
8,43,10.000000,10.000000,-0.460211
8,44,-10.000000,10.000000,-0.468114
8,45,-10.000000,-10.000000,0.267030
8,46,10.000000,-10.000000,-0.538478
8,47,-10.000000,10.000000,-0.575640
8,48,10.000000,10.000000,-0.902109
8,49,-10.000000,-10.000000,0.516656
9,0,10.000000,10.000000,0.232761
9,1,10.000000,10.000000,-0.224800
9,2,10.000000,-10.000000,-0.590585
9,3,-10.000000,10.000000,-0.820294
9,4,-10.000000,10.000000,0.080764
9,5,-10.000000,-10.000000,-0.613365
9,6,10.000000,-10.000000,-0.131737
9,7,10.000000,10.000000,0.055458
9,8,10.000000,-10.000000,-0.591774
9,9,-10.000000,-10.000000,-0.091956
9,10,10.000000,-10.000000,0.792811
9,11,-10.000000,10.000000,-0.963990
9,12,10.000000,10.000000,-0.766428
9,13,-10.000000,10.000000,-0.999380
9,14,-10.000000,-10.000000,-0.259485
9,15,10.000000,-10.000000,0.749506
9,16,-10.000000,10.000000,-0.900556
9,17,10.000000,10.000000,-0.257346
9,18,10.000000,10.000000,0.317927
9,19,10.000000,-10.000000,0.268134
9,20,10.000000,10.000000,-0.050492
9,21,10.000000,10.000000,0.832208
9,22,-10.000000,-10.000000,-0.198306
9,23,-10.000000,10.000000,0.033357
9,24,-10.000000,10.000000,0.434203
9,25,10.000000,10.000000,-0.432073
9,26,-10.000000,10.000000,0.628767
9,27,10.000000,10.000000,0.487331
9,28,-10.000000,-10.000000,-0.701574
9,29,10.000000,-10.000000,-0.729662
9,30,10.000000,10.000000,-0.445592
9,31,10.000000,-10.000000,-0.904066
9,32,-10.000000,-10.000000,0.139391
9,33,10.000000,-10.000000,0.292968
9,34,-10.000000,-10.000000,0.721977
9,35,-10.000000,-10.000000,0.559425
9,36,-10.000000,10.000000,-0.707045
9,37,10.000000,10.000000,0.759536
9,38,10.000000,-10.000000,-0.762358
9,39,10.000000,10.000000,-0.146703
9,40,10.000000,-10.000000,-0.073762
9,41,10.000000,10.000000,0.856297
9,42,10.000000,-10.000000,-0.603784
9,43,-10.000000,-10.000000,-0.460211
9,44,10.000000,-10.000000,-0.468114
9,45,10.000000,10.000000,0.267030
9,46,-10.000000,10.000000,-0.538478
9,47,10.000000,-10.000000,-0.575640
9,48,-10.000000,-10.000000,-0.902109
9,49,10.000000,10.000000,0.516656
10,0,-10.000000,-10.000000,0.232761
10,1,-10.000000,-10.000000,-0.224800
10,2,-10.000000,10.000000,-0.590585
10,3,10.000000,-10.000000,-0.820294
10,4,10.000000,-10.000000,0.080764
10,5,10.000000,10.000000,-0.613365
10,6,-10.000000,10.000000,-0.131737
10,7,-10.000000,-10.000000,0.055458
10,8,-10.000000,10.000000,-0.591774
10,9,10.000000,10.000000,-0.091956
10,10,-10.000000,10.000000,0.792811
10,11,10.000000,-10.000000,-0.963990
10,12,-10.000000,-10.000000,-0.766428
10,13,10.000000,-10.000000,-0.999380
10,14,10.000000,10.000000,-0.259485
10,15,-10.000000,10.000000,0.749506
10,16,10.000000,-10.000000,-0.900556
10,17,-10.000000,-10.000000,-0.257346
10,18,-10.000000,-10.000000,0.317927
10,19,-10.000000,10.000000,0.268134
10,20,-10.000000,-10.000000,-0.050492
10,21,-10.000000,-10.000000,0.832208
10,22,10.000000,10.000000,-0.198306
10,23,10.000000,-10.000000,0.033357
10,24,10.000000,-10.000000,0.434203
10,25,-10.000000,-10.000000,-0.432073
10,26,10.000000,-10.000000,0.628767
10,27,-10.000000,-10.000000,0.487331
10,28,10.000000,10.000000,-0.701574
10,29,-10.000000,10.000000,-0.729662
10,30,-10.000000,-10.000000,-0.445592
10,31,-10.000000,10.000000,-0.904066
10,32,10.000000,10.000000,0.139391
10,33,-10.000000,10.000000,0.292968
10,34,10.000000,10.000000,0.721977
10,35,10.000000,10.000000,0.559425
10,36,10.000000,-10.000000,-0.707045
10,37,-10.000000,-10.000000,0.759536
10,38,-10.000000,10.000000,-0.762358
10,39,-10.000000,-10.000000,-0.146703
10,40,-10.000000,10.000000,-0.073762
10,41,-10.000000,-10.000000,0.856297
10,42,-10.000000,10.000000,-0.603784
10,43,10.000000,10.000000,-0.460211
10,44,-10.000000,10.000000,-0.468114
10,45,-10.000000,-10.000000,0.267030
10,46,10.000000,-10.000000,-0.538478
10,47,-10.000000,10.000000,-0.575640
10,48,10.000000,10.000000,-0.902109
10,49,-10.000000,-10.000000,0.516656
11,0,10.000000,10.000000,0.232761
11,1,10.000000,10.000000,-0.224800
11,2,10.000000,-10.000000,-0.590585
11,3,-10.000000,10.000000,-0.820294
11,4,-10.000000,10.000000,0.080764
11,5,-10.000000,-10.000000,-0.613365
11,6,10.000000,-10.000000,-0.131737
11,7,10.000000,10.000000,0.055458
11,8,10.000000,-10.000000,-0.591774
11,9,-10.000000,-10.000000,-0.091956
11,10,10.000000,-10.000000,0.792811
11,11,-10.000000,10.000000,-0.963990
11,12,10.000000,10.000000,-0.766428
11,13,-10.000000,10.000000,-0.999380
11,14,-10.000000,-10.000000,-0.259485
11,15,10.000000,-10.000000,0.749506
11,16,-10.000000,10.000000,-0.900556
11,17,10.000000,10.000000,-0.257346
11,18,10.000000,10.000000,0.317927
11,19,10.000000,-10.000000,0.268134
11,20,10.000000,10.000000,-0.050492
11,21,10.000000,10.000000,0.832208
11,22,-10.000000,-10.000000,-0.198306
11,23,-10.000000,10.000000,0.033357
11,24,-10.000000,10.000000,0.434203
11,25,10.000000,10.000000,-0.432073
11,26,-10.000000,10.000000,0.628767
11,27,10.000000,10.000000,0.487331
11,28,-10.000000,-10.000000,-0.701574
11,29,10.000000,-10.000000,-0.729662
11,30,10.000000,10.000000,-0.445592
11,31,10.000000,-10.000000,-0.904066
11,32,-10.000000,-10.000000,0.139391
11,33,10.000000,-10.000000,0.292968
11,34,-10.000000,-10.000000,0.721977
11,35,-10.000000,-10.000000,0.559425
11,36,-10.000000,10.000000,-0.707045
11,37,10.000000,10.000000,0.759536
11,38,10.000000,-10.000000,-0.762358
11,39,10.000000,10.000000,-0.146703
11,40,10.000000,-10.000000,-0.073762
11,41,10.000000,10.000000,0.856297
11,42,10.000000,-10.000000,-0.603784
11,43,-10.000000,-10.000000,-0.460211
11,44,10.000000,-10.000000,-0.468114
11,45,10.000000,10.000000,0.267030
11,46,-10.000000,10.000000,-0.538478
11,47,10.000000,-10.000000,-0.575640
11,48,-10.000000,-10.000000,-0.902109
11,49,10.000000,10.000000,0.516656
12,0,-10.000000,-10.000000,0.232761
12,1,-10.000000,-10.000000,-0.224800
12,2,-10.000000,10.000000,-0.590585
12,3,10.000000,-10.000000,-0.820294
12,4,10.000000,-10.000000,0.080764
12,5,10.000000,10.000000,-0.613365
12,6,-10.000000,10.000000,-0.131737
12,7,-10.000000,-10.000000,0.055458
12,8,-10.000000,10.000000,-0.591774
12,9,10.000000,10.000000,-0.091956
12,10,-10.000000,10.000000,0.792811
12,11,10.000000,-10.000000,-0.963990
12,12,-10.000000,-10.000000,-0.766428
12,13,10.000000,-10.000000,-0.999380
12,14,10.000000,10.000000,-0.259485
12,15,-10.000000,10.000000,0.749506
12,16,10.000000,-10.000000,-0.900556
12,17,-10.000000,-10.000000,-0.257346
12,18,-10.000000,-10.000000,0.317927
12,19,-10.000000,10.000000,0.268134
12,20,-10.000000,-10.000000,-0.050492
12,21,-10.000000,-10.000000,0.832208
12,22,10.000000,10.000000,-0.198306
12,23,10.000000,-10.000000,0.033357
12,24,10.000000,-10.000000,0.434203
12,25,-10.000000,-10.000000,-0.432073
12,26,10.000000,-10.000000,0.628767
12,27,-10.000000,-10.000000,0.487331
12,28,10.000000,10.000000,-0.701574
12,29,-10.000000,10.000000,-0.729662
12,30,-10.000000,-10.000000,-0.445592
12,31,-10.000000,10.000000,-0.904066
12,32,10.000000,10.000000,0.139391
12,33,-10.000000,10.000000,0.292968
12,34,10.000000,10.000000,0.721977
12,35,10.000000,10.000000,0.559425
12,36,10.000000,-10.000000,-0.707045
12,37,-10.000000,-10.000000,0.759536
12,38,-10.000000,10.000000,-0.762358
12,39,-10.000000,-10.000000,-0.146703
12,40,-10.000000,10.000000,-0.073762
12,41,-10.000000,-10.000000,0.856297
12,42,-10.000000,10.000000,-0.603784
12,43,10.000000,10.000000,-0.460211
12,44,-10.000000,10.000000,-0.468114
12,45,-10.000000,-10.000000,0.267030
12,46,10.000000,-10.000000,-0.538478
12,47,-10.000000,10.000000,-0.575640
12,48,10.000000,10.000000,-0.902109
12,49,-10.000000,-10.000000,0.516656
13,0,10.000000,10.000000,0.232761
13,1,10.000000,10.000000,-0.224800
13,2,10.000000,-10.000000,-0.590585
13,3,-10.000000,10.000000,-0.820294
13,4,-10.000000,10.000000,0.080764
13,5,-10.000000,-10.000000,-0.613365
13,6,10.000000,-10.000000,-0.131737
13,7,10.000000,10.000000,0.055458
13,8,10.000000,-10.000000,-0.591774
13,9,-10.000000,-10.000000,-0.091956
13,10,10.000000,-10.000000,0.792811
13,11,-10.000000,10.000000,-0.963990
13,12,10.000000,10.000000,-0.766428
13,13,-10.000000,10.000000,-0.999380
13,14,-10.000000,-10.000000,-0.259485
13,15,10.000000,-10.000000,0.749506
13,16,-10.000000,10.000000,-0.900556
13,17,10.000000,10.000000,-0.257346
13,18,10.000000,10.000000,0.317927
13,19,10.000000,-10.000000,0.268134
13,20,10.000000,10.000000,-0.050492
13,21,10.000000,10.000000,0.832208
13,22,-10.000000,-10.000000,-0.198306
13,23,-10.000000,10.000000,0.033357
13,24,-10.000000,10.000000,0.434203
13,25,10.000000,10.000000,-0.432073
13,26,-10.000000,10.000000,0.628767
13,27,10.000000,10.000000,0.487331
13,28,-10.000000,-10.000000,-0.701574
13,29,10.000000,-10.000000,-0.729662
13,30,10.000000,10.000000,-0.445592
13,31,10.000000,-10.000000,-0.904066
13,32,-10.000000,-10.000000,0.139391
13,33,10.000000,-10.000000,0.292968
13,34,-10.000000,-10.000000,0.721977
13,35,-10.000000,-10.000000,0.559425
13,36,-10.000000,10.000000,-0.707045
13,37,10.000000,10.000000,0.759536
13,38,10.000000,-10.000000,-0.762358
13,39,10.000000,10.000000,-0.146703
13,40,10.000000,-10.000000,-0.073762
13,41,10.000000,10.000000,0.856297
13,42,10.000000,-10.000000,-0.603784
13,43,-10.000000,-10.000000,-0.460211
13,44,10.000000,-10.000000,-0.468114
13,45,10.000000,10.000000,0.267030
13,46,-10.000000,10.000000,-0.538478
13,47,10.000000,-10.000000,-0.575640
13,48,-10.000000,-10.000000,-0.902109
13,49,10.000000,10.000000,0.516656
14,0,-10.000000,-10.000000,0.232761
14,1,-10.000000,-10.000000,-0.224800
14,2,-10.000000,10.000000,-0.590585
14,3,10.000000,-10.000000,-0.820294
14,4,10.000000,-10.000000,0.080764
14,5,10.000000,10.000000,-0.613365
14,6,-10.000000,10.000000,-0.131737
14,7,-10.000000,-10.000000,0.055458
14,8,-10.000000,10.000000,-0.591774
14,9,10.000000,10.000000,-0.091956
14,10,-10.000000,10.000000,0.792811
14,11,10.000000,-10.000000,-0.963990
14,12,-10.000000,-10.000000,-0.766428
14,13,10.000000,-10.000000,-0.999380
14,14,10.000000,10.000000,-0.259485
14,15,-10.000000,10.000000,0.749506
14,16,10.000000,-10.000000,-0.900556
14,17,-10.000000,-10.000000,-0.257346
14,18,-10.000000,-10.000000,0.317927
14,19,-10.000000,10.000000,0.268134
14,20,-10.000000,-10.000000,-0.050492
14,21,-10.000000,-10.000000,0.832208
14,22,10.000000,10.000000,-0.198306
14,23,10.000000,-10.000000,0.033357
14,24,10.000000,-10.000000,0.434203
14,25,-10.000000,-10.000000,-0.432073
14,26,10.000000,-10.000000,0.628767
14,27,-10.000000,-10.000000,0.487331
