step,node,x,y,z
14,28,10.000000,10.000000,-0.701574
14,29,-10.000000,10.000000,-0.729662
14,30,-10.000000,-10.000000,-0.445592
14,31,-10.000000,10.000000,-0.904066
14,32,10.000000,10.000000,0.139391
14,33,-10.000000,10.000000,0.292968
14,34,10.000000,10.000000,0.721977
14,35,10.000000,10.000000,0.559425
14,36,10.000000,-10.000000,-0.707045
14,37,-10.000000,-10.000000,0.759536
14,38,-10.000000,10.000000,-0.762358
14,39,-10.000000,-10.000000,-0.146703
14,40,-10.000000,10.000000,-0.073762
14,41,-10.000000,-10.000000,0.856297
14,42,-10.000000,10.000000,-0.603784
14,43,10.000000,10.000000,-0.460211
14,44,-10.000000,10.000000,-0.468114
14,45,-10.000000,-10.000000,0.267030
14,46,10.000000,-10.000000,-0.538478
14,47,-10.000000,10.000000,-0.575640
14,48,10.000000,10.000000,-0.902109
14,49,-10.000000,-10.000000,0.516656
15,0,10.000000,10.000000,0.232761
15,1,10.000000,10.000000,-0.224800
15,2,10.000000,-10.000000,-0.590585
15,3,-10.000000,10.000000,-0.820294
15,4,-10.000000,10.000000,0.080764
15,5,-10.000000,-10.000000,-0.613365
15,6,10.000000,-10.000000,-0.131737
15,7,10.000000,10.000000,0.055458
15,8,10.000000,-10.000000,-0.591774
15,9,-10.000000,-10.000000,-0.091956
15,10,10.000000,-10.000000,0.792811
15,11,-10.000000,10.000000,-0.963990
15,12,10.000000,10.000000,-0.766428
15,13,-10.000000,10.000000,-0.999380
15,14,-10.000000,-10.000000,-0.259485
15,15,10.000000,-10.000000,0.749506
15,16,-10.000000,10.000000,-0.900556
15,17,10.000000,10.000000,-0.257346
15,18,10.000000,10.000000,0.317927
15,19,10.000000,-10.000000,0.268134
15,20,10.000000,10.000000,-0.050492
15,21,10.000000,10.000000,0.832208
15,22,-10.000000,-10.000000,-0.198306
15,23,-10.000000,10.000000,0.033357
15,24,-10.000000,10.000000,0.434203
15,25,10.000000,10.000000,-0.432073
15,26,-10.000000,10.000000,0.628767
15,27,10.000000,10.000000,0.487331
15,28,-10.000000,-10.000000,-0.701574
15,29,10.000000,-10.000000,-0.729662
15,30,10.000000,10.000000,-0.445592
15,31,10.000000,-10.000000,-0.904066
15,32,-10.000000,-10.000000,0.139391
15,33,10.000000,-10.000000,0.292968
15,34,-10.000000,-10.000000,0.721977
15,35,-10.000000,-10.000000,0.559425
15,36,-10.000000,10.000000,-0.707045
15,37,10.000000,10.000000,0.759536
15,38,10.000000,-10.000000,-0.762358
15,39,10.000000,10.000000,-0.146703
15,40,10.000000,-10.000000,-0.073762
15,41,10.000000,10.000000,0.856297
15,42,10.000000,-10.000000,-0.603784
15,43,-10.000000,-10.000000,-0.460211
15,44,10.000000,-10.000000,-0.468114
15,45,10.000000,10.000000,0.267030
15,46,-10.000000,10.000000,-0.538478
15,47,10.000000,-10.000000,-0.575640
15,48,-10.000000,-10.000000,-0.902109
15,49,10.000000,10.000000,0.516656
16,0,-10.000000,-10.000000,0.232761
16,1,-10.000000,-10.000000,-0.224800
16,2,-10.000000,10.000000,-0.590585
16,3,10.000000,-10.000000,-0.820294
16,4,10.000000,-10.000000,0.080764
16,5,10.000000,10.000000,-0.613365
16,6,-10.000000,10.000000,-0.131737
16,7,-10.000000,-10.000000,0.055458
16,8,-10.000000,10.000000,-0.591774
16,9,10.000000,10.000000,-0.091956
16,10,-10.000000,10.000000,0.792811
16,11,10.000000,-10.000000,-0.963990
16,12,-10.000000,-10.000000,-0.766428
16,13,10.000000,-10.000000,-0.999380
16,14,10.000000,10.000000,-0.259485
16,15,-10.000000,10.000000,0.749506
16,16,10.000000,-10.000000,-0.900556
16,17,-10.000000,-10.000000,-0.257346
16,18,-10.000000,-10.000000,0.317927
16,19,-10.000000,10.000000,0.268134
16,20,-10.000000,-10.000000,-0.050492
16,21,-10.000000,-10.000000,0.832208
16,22,10.000000,10.000000,-0.198306
16,23,10.000000,-10.000000,0.033357
16,24,10.000000,-10.000000,0.434203
16,25,-10.000000,-10.000000,-0.432073
16,26,10.000000,-10.000000,0.628767
16,27,-10.000000,-10.000000,0.487331
16,28,10.000000,10.000000,-0.701574
16,29,-10.000000,10.000000,-0.729662
16,30,-10.000000,-10.000000,-0.445592
16,31,-10.000000,10.000000,-0.904066
16,32,10.000000,10.000000,0.139391
16,33,-10.000000,10.000000,0.292968
16,34,10.000000,10.000000,0.721977
16,35,10.000000,10.000000,0.559425
16,36,10.000000,-10.000000,-0.707045
16,37,-10.000000,-10.000000,0.759536
16,38,-10.000000,10.000000,-0.762358
16,39,-10.000000,-10.000000,-0.146703
16,40,-10.000000,10.000000,-0.073762
16,41,-10.000000,-10.000000,0.856297
16,42,-10.000000,10.000000,-0.603784
16,43,10.000000,10.000000,-0.460211
16,44,-10.000000,10.000000,-0.468114
16,45,-10.000000,-10.000000,0.267030
16,46,10.000000,-10.000000,-0.538478
16,47,-10.000000,10.000000,-0.575640
16,48,10.000000,10.000000,-0.902109
16,49,-10.000000,-10.000000,0.516656
17,0,10.000000,10.000000,0.232761
17,1,10.000000,10.000000,-0.224800
17,2,10.000000,-10.000000,-0.590585
17,3,-10.000000,10.000000,-0.820294
17,4,-10.000000,10.000000,0.080764
17,5,-10.000000,-10.000000,-0.613365
17,6,10.000000,-10.000000,-0.131737
17,7,10.000000,10.000000,0.055458
17,8,10.000000,-10.000000,-0.591774
17,9,-10.000000,-10.000000,-0.091956
17,10,10.000000,-10.000000,0.792811
17,11,-10.000000,10.000000,-0.963990
17,12,10.000000,10.000000,-0.766428
17,13,-10.000000,10.000000,-0.999380
17,14,-10.000000,-10.000000,-0.259485
17,15,10.000000,-10.000000,0.749506
17,16,-10.000000,10.000000,-0.900556
17,17,10.000000,10.000000,-0.257346
17,18,10.000000,10.000000,0.317927
17,19,10.000000,-10.000000,0.268134
17,20,10.000000,10.000000,-0.050492
17,21,10.000000,10.000000,0.832208
17,22,-10.000000,-10.000000,-0.198306
17,23,-10.000000,10.000000,0.033357
17,24,-10.000000,10.000000,0.434203
17,25,10.000000,10.000000,-0.432073
17,26,-10.000000,10.000000,0.628767
17,27,10.000000,10.000000,0.487331
17,28,-10.000000,-10.000000,-0.701574
17,29,10.000000,-10.000000,-0.729662
17,30,10.000000,10.000000,-0.445592
17,31,10.000000,-10.000000,-0.904066
17,32,-10.000000,-10.000000,0.139391
17,33,10.000000,-10.000000,0.292968
17,34,-10.000000,-10.000000,0.721977
17,35,-10.000000,-10.000000,0.559425
17,36,-10.000000,10.000000,-0.707045
17,37,10.000000,10.000000,0.759536
17,38,10.000000,-10.000000,-0.762358
17,39,10.000000,10.000000,-0.146703
17,40,10.000000,-10.000000,-0.073762
17,41,10.000000,10.000000,0.856297
17,42,10.000000,-10.000000,-0.603784
17,43,-10.000000,-10.000000,-0.460211
17,44,10.000000,-10.000000,-0.468114
17,45,10.000000,10.000000,0.267030
17,46,-10.000000,10.000000,-0.538478
17,47,10.000000,-10.000000,-0.575640
17,48,-10.000000,-10.000000,-0.902109
17,49,10.000000,10.000000,0.516656
18,0,-10.000000,-10.000000,0.232761
18,1,-10.000000,-10.000000,-0.224800
18,2,-10.000000,10.000000,-0.590585
18,3,10.000000,-10.000000,-0.820294
18,4,10.000000,-10.000000,0.080764
18,5,10.000000,10.000000,-0.613365
18,6,-10.000000,10.000000,-0.131737
18,7,-10.000000,-10.000000,0.055458
18,8,-10.000000,10.000000,-0.591774
18,9,10.000000,10.000000,-0.091956
18,10,-10.000000,10.000000,0.792811
18,11,10.000000,-10.000000,-0.963990
18,12,-10.000000,-10.000000,-0.766428
18,13,10.000000,-10.000000,-0.999380
18,14,10.000000,10.000000,-0.259485
18,15,-10.000000,10.000000,0.749506
18,16,10.000000,-10.000000,-0.900556
18,17,-10.000000,-10.000000,-0.257346
18,18,-10.000000,-10.000000,0.317927
18,19,-10.000000,10.000000,0.268134
18,20,-10.000000,-10.000000,-0.050492
18,21,-10.000000,-10.000000,0.832208
18,22,10.000000,10.000000,-0.198306
18,23,10.000000,-10.000000,0.033357
18,24,10.000000,-10.000000,0.434203
18,25,-10.000000,-10.000000,-0.432073
18,26,10.000000,-10.000000,0.628767
18,27,-10.000000,-10.000000,0.487331
18,28,10.000000,10.000000,-0.701574
18,29,-10.000000,10.000000,-0.729662
18,30,-10.000000,-10.000000,-0.445592
18,31,-10.000000,10.000000,-0.904066
18,32,10.000000,10.000000,0.139391
18,33,-10.000000,10.000000,0.292968
18,34,10.000000,10.000000,0.721977
18,35,10.000000,10.000000,0.559425
18,36,10.000000,-10.000000,-0.707045
18,37,-10.000000,-10.000000,0.759536
18,38,-10.000000,10.000000,-0.762358
18,39,-10.000000,-10.000000,-0.146703
18,40,-10.000000,10.000000,-0.073762
18,41,-10.000000,-10.000000,0.856297
18,42,-10.000000,10.000000,-0.603784
18,43,10.000000,10.000000,-0.460211
18,44,-10.000000,10.000000,-0.468114
18,45,-10.000000,-10.000000,0.267030
18,46,10.000000,-10.000000,-0.538478
18,47,-10.000000,10.000000,-0.575640
18,48,10.000000,10.000000,-0.902109
18,49,-10.000000,-10.000000,0.516656
19,0,10.000000,10.000000,0.232761
19,1,10.000000,10.000000,-0.224800
19,2,10.000000,-10.000000,-0.590585
19,3,-10.000000,10.000000,-0.820294
19,4,-10.000000,10.000000,0.080764
19,5,-10.000000,-10.000000,-0.613365
19,6,10.000000,-10.000000,-0.131737
19,7,10.000000,10.000000,0.055458
19,8,10.000000,-10.000000,-0.591774
19,9,-10.000000,-10.000000,-0.091956
19,10,10.000000,-10.000000,0.792811
19,11,-10.000000,10.000000,-0.963990
19,12,10.000000,10.000000,-0.766428
19,13,-10.000000,10.000000,-0.999380
19,14,-10.000000,-10.000000,-0.259485
19,15,10.000000,-10.000000,0.749506
19,16,-10.000000,10.000000,-0.900556
19,17,10.000000,10.000000,-0.257346
19,18,10.000000,10.000000,0.317927
19,19,10.000000,-10.000000,0.268134
19,20,10.000000,10.000000,-0.050492
19,21,10.000000,10.000000,0.832208
19,22,-10.000000,-10.000000,-0.198306
19,23,-10.000000,10.000000,0.033357
19,24,-10.000000,10.000000,0.434203
19,25,10.000000,10.000000,-0.432073
19,26,-10.000000,10.000000,0.628767
19,27,10.000000,10.000000,0.487331
19,28,-10.000000,-10.000000,-0.701574
19,29,10.000000,-10.000000,-0.729662
19,30,10.000000,10.000000,-0.445592
19,31,10.000000,-10.000000,-0.904066
19,32,-10.000000,-10.000000,0.139391
19,33,10.000000,-10.000000,0.292968
19,34,-10.000000,-10.000000,0.721977
19,35,-10.000000,-10.000000,0.559425
19,36,-10.000000,10.000000,-0.707045
19,37,10.000000,10.000000,0.759536
19,38,10.000000,-10.000000,-0.762358
19,39,10.000000,10.000000,-0.146703
19,40,10.000000,-10.000000,-0.073762
19,41,10.000000,10.000000,0.856297
19,42,10.000000,-10.000000,-0.603784
19,43,-10.000000,-10.000000,-0.460211
19,44,10.000000,-10.000000,-0.468114
19,45,10.000000,10.000000,0.267030
19,46,-10.000000,10.000000,-0.538478
19,47,10.000000,-10.000000,-0.575640
19,48,-10.000000,-10.000000,-0.902109
19,49,10.000000,10.000000,0.516656
20,0,-10.000000,-10.000000,0.232761
20,1,-10.000000,-10.000000,-0.224800
20,2,-10.000000,10.000000,-0.590585
20,3,10.000000,-10.000000,-0.820294
20,4,10.000000,-10.000000,0.080764
20,5,10.000000,10.000000,-0.613365
20,6,-10.000000,10.000000,-0.131737
20,7,-10.000000,-10.000000,0.055458
20,8,-10.000000,10.000000,-0.591774
20,9,10.000000,10.000000,-0.091956
20,10,-10.000000,10.000000,0.792811
20,11,10.000000,-10.000000,-0.963990
20,12,-10.000000,-10.000000,-0.766428
20,13,10.000000,-10.000000,-0.999380
20,14,10.000000,10.000000,-0.259485
20,15,-10.000000,10.000000,0.749506
20,16,10.000000,-10.000000,-0.900556
20,17,-10.000000,-10.000000,-0.257346
20,18,-10.000000,-10.000000,0.317927
20,19,-10.000000,10.000000,0.268134
20,20,-10.000000,-10.000000,-0.050492
20,21,-10.000000,-10.000000,0.832208
20,22,10.000000,10.000000,-0.198306
20,23,10.000000,-10.000000,0.033357
20,24,10.000000,-10.000000,0.434203
20,25,-10.000000,-10.000000,-0.432073
20,26,10.000000,-10.000000,0.628767
20,27,-10.000000,-10.000000,0.487331
20,28,10.000000,10.000000,-0.701574
20,29,-10.000000,10.000000,-0.729662
20,30,-10.000000,-10.000000,-0.445592
20,31,-10.000000,10.000000,-0.904066
20,32,10.000000,10.000000,0.139391
20,33,-10.000000,10.000000,0.292968
20,34,10.000000,10.000000,0.721977
20,35,10.000000,10.000000,0.559425
20,36,10.000000,-10.000000,-0.707045
20,37,-10.000000,-10.000000,0.759536
20,38,-10.000000,10.000000,-0.762358
20,39,-10.000000,-10.000000,-0.146703
20,40,-10.000000,10.000000,-0.073762
20,41,-10.000000,-10.000000,0.856297
20,42,-10.000000,10.000000,-0.603784
20,43,10.000000,10.000000,-0.460211
20,44,-10.000000,10.000000,-0.468114
20,45,-10.000000,-10.000000,0.267030
20,46,10.000000,-10.000000,-0.538478
20,47,-10.000000,10.000000,-0.575640
20,48,10.000000,10.000000,-0.902109
20,49,-10.000000,-10.000000,0.516656
21,0,10.000000,10.000000,0.232761
21,1,10.000000,10.000000,-0.224800
21,2,10.000000,-10.000000,-0.590585
21,3,-10.000000,10.000000,-0.820294
21,4,-10.000000,10.000000,0.080764
21,5,-10.000000,-10.000000,-0.613365
21,6,10.000000,-10.000000,-0.131737
21,7,10.000000,10.000000,0.055458
21,8,10.000000,-10.000000,-0.591774
21,9,-10.000000,-10.000000,-0.091956
21,10,10.000000,-10.000000,0.792811
21,11,-10.000000,10.000000,-0.963990
21,12,10.000000,10.000000,-0.766428
21,13,-10.000000,10.000000,-0.999380
21,14,-10.000000,-10.000000,-0.259485
21,15,10.000000,-10.000000,0.749506
21,16,-10.000000,10.000000,-0.900556
21,17,10.000000,10.000000,-0.257346
21,18,10.000000,10.000000,0.317927
21,19,10.000000,-10.000000,0.268134
21,20,10.000000,10.000000,-0.050492
21,21,10.000000,10.000000,0.832208
21,22,-10.000000,-10.000000,-0.198306
21,23,-10.000000,10.000000,0.033357
21,24,-10.000000,10.000000,0.434203
21,25,10.000000,10.000000,-0.432073
21,26,-10.000000,10.000000,0.628767
21,27,10.000000,10.000000,0.487331
21,28,-10.000000,-10.000000,-0.701574
21,29,10.000000,-10.000000,-0.729662
21,30,10.000000,10.000000,-0.445592
21,31,10.000000,-10.000000,-0.904066
21,32,-10.000000,-10.000000,0.139391
21,33,10.000000,-10.000000,0.292968
21,34,-10.000000,-10.000000,0.721977
21,35,-10.000000,-10.000000,0.559425
21,36,-10.000000,10.000000,-0.707045
21,37,10.000000,10.000000,0.759536
21,38,10.000000,-10.000000,-0.762358
21,39,10.000000,10.000000,-0.146703
21,40,10.000000,-10.000000,-0.073762
21,41,10.000000,10.000000,0.856297
21,42,10.000000,-10.000000,-0.603784
21,43,-10.000000,-10.000000,-0.460211
21,44,10.000000,-10.000000,-0.468114
21,45,10.000000,10.000000,0.267030
21,46,-10.000000,10.000000,-0.538478
21,47,10.000000,-10.000000,-0.575640
21,48,-10.000000,-10.000000,-0.902109
21,49,10.000000,10.000000,0.516656
22,0,-10.000000,-10.000000,0.232761
22,1,-10.000000,-10.000000,-0.224800
22,2,-10.000000,10.000000,-0.590585
22,3,10.000000,-10.000000,-0.820294
22,4,10.000000,-10.000000,0.080764
22,5,10.000000,10.000000,-0.613365
22,6,-10.000000,10.000000,-0.131737
22,7,-10.000000,-10.000000,0.055458
22,8,-10.000000,10.000000,-0.591774
22,9,10.000000,10.000000,-0.091956
22,10,-10.000000,10.000000,0.792811
22,11,10.000000,-10.000000,-0.963990
22,12,-10.000000,-10.000000,-0.766428
22,13,10.000000,-10.000000,-0.999380
22,14,10.000000,10.000000,-0.259485
22,15,-10.000000,10.000000,0.749506
22,16,10.000000,-10.000000,-0.900556
22,17,-10.000000,-10.000000,-0.257346
22,18,-10.000000,-10.000000,0.317927
22,19,-10.000000,10.000000,0.268134
22,20,-10.000000,-10.000000,-0.050492
22,21,-10.000000,-10.000000,0.832208
22,22,10.000000,10.000000,-0.198306
22,23,10.000000,-10.000000,0.033357
22,24,10.000000,-10.000000,0.434203
22,25,-10.000000,-10.000000,-0.432073
22,26,10.000000,-10.000000,0.628767
22,27,-10.000000,-10.000000,0.487331
22,28,10.000000,10.000000,-0.701574
22,29,-10.000000,10.000000,-0.729662
22,30,-10.000000,-10.000000,-0.445592
22,31,-10.000000,10.000000,-0.904066
22,32,10.000000,10.000000,0.139391
22,33,-10.000000,10.000000,0.292968
22,34,10.000000,10.000000,0.721977
22,35,10.000000,10.000000,0.559425
22,36,10.000000,-10.000000,-0.707045
22,37,-10.000000,-10.000000,0.759536
22,38,-10.000000,10.000000,-0.762358
22,39,-10.000000,-10.000000,-0.146703
22,40,-10.000000,10.000000,-0.073762
22,41,-10.000000,-10.000000,0.856297
22,42,-10.000000,10.000000,-0.603784
22,43,10.000000,10.000000,-0.460211
22,44,-10.000000,10.000000,-0.468114
22,45,-10.000000,-10.000000,0.267030
22,46,10.000000,-10.000000,-0.538478
22,47,-10.000000,10.000000,-0.575640
22,48,10.000000,10.000000,-0.902109
22,49,-10.000000,-10.000000,0.516656
23,0,10.000000,10.000000,0.232761
23,1,10.000000,10.000000,-0.224800
23,2,10.000000,-10.000000,-0.590585
23,3,-10.000000,10.000000,-0.820294
23,4,-10.000000,10.000000,0.080764
23,5,-10.000000,-10.000000,-0.613365
23,6,10.000000,-10.000000,-0.131737
23,7,10.000000,10.000000,0.055458
23,8,10.000000,-10.000000,-0.591774
23,9,-10.000000,-10.000000,-0.091956
23,10,10.000000,-10.000000,0.792811
23,11,-10.000000,10.000000,-0.963990
23,12,10.000000,10.000000,-0.766428
23,13,-10.000000,10.000000,-0.999380
23,14,-10.000000,-10.000000,-0.259485
23,15,10.000000,-10.000000,0.749506
23,16,-10.000000,10.000000,-0.900556
23,17,10.000000,10.000000,-0.257346
23,18,10.000000,10.000000,0.317927
23,19,10.000000,-10.000000,0.268134
23,20,10.000000,10.000000,-0.050492
23,21,10.000000,10.000000,0.832208
23,22,-10.000000,-10.000000,-0.198306
23,23,-10.000000,10.000000,0.033357
23,24,-10.000000,10.000000,0.434203
23,25,10.000000,10.000000,-0.432073
23,26,-10.000000,10.000000,0.628767
23,27,10.000000,10.000000,0.487331
23,28,-10.000000,-10.000000,-0.701574
23,29,10.000000,-10.000000,-0.729662
23,30,10.000000,10.000000,-0.445592
23,31,10.000000,-10.000000,-0.904066
23,32,-10.000000,-10.000000,0.139391
23,33,10.000000,-10.000000,0.292968
23,34,-10.000000,-10.000000,0.721977
23,35,-10.000000,-10.000000,0.559425
23,36,-10.000000,10.000000,-0.707045
23,37,10.000000,10.000000,0.759536
23,38,10.000000,-10.000000,-0.762358
23,39,10.000000,10.000000,-0.146703
23,40,10.000000,-10.000000,-0.073762
23,41,10.000000,10.000000,0.856297
23,42,10.000000,-10.000000,-0.603784
23,43,-10.000000,-10.000000,-0.460211
23,44,10.000000,-10.000000,-0.468114
23,45,10.000000,10.000000,0.267030
23,46,-10.000000,10.000000,-0.538478
23,47,10.000000,-10.000000,-0.575640
23,48,-10.000000,-10.000000,-0.902109
23,49,10.000000,10.000000,0.516656
24,0,-10.000000,-10.000000,0.232761
24,1,-10.000000,-10.000000,-0.224800
24,2,-10.000000,10.000000,-0.590585
24,3,10.000000,-10.000000,-0.820294
24,4,10.000000,-10.000000,0.080764
24,5,10.000000,10.000000,-0.613365
24,6,-10.000000,10.000000,-0.131737
24,7,-10.000000,-10.000000,0.055458
24,8,-10.000000,10.000000,-0.591774
24,9,10.000000,10.000000,-0.091956
24,10,-10.000000,10.000000,0.792811
24,11,10.000000,-10.000000,-0.963990
24,12,-10.000000,-10.000000,-0.766428
24,13,10.000000,-10.000000,-0.999380
24,14,10.000000,10.000000,-0.259485
24,15,-10.000000,10.000000,0.749506
24,16,10.000000,-10.000000,-0.900556
24,17,-10.000000,-10.000000,-0.257346
24,18,-10.000000,-10.000000,0.317927
24,19,-10.000000,10.000000,0.268134
24,20,-10.000000,-10.000000,-0.050492
24,21,-10.000000,-10.000000,0.832208
24,22,10.000000,10.000000,-0.198306
24,23,10.000000,-10.000000,0.033357
24,24,10.000000,-10.000000,0.434203
24,25,-10.000000,-10.000000,-0.432073
24,26,10.000000,-10.000000,0.628767
24,27,-10.000000,-10.000000,0.487331
24,28,10.000000,10.000000,-0.701574
24,29,-10.000000,10.000000,-0.729662
24,30,-10.000000,-10.000000,-0.445592
24,31,-10.000000,10.000000,-0.904066
24,32,10.000000,10.000000,0.139391
24,33,-10.000000,10.000000,0.292968
24,34,10.000000,10.000000,0.721977
24,35,10.000000,10.000000,0.559425
24,36,10.000000,-10.000000,-0.707045
24,37,-10.000000,-10.000000,0.759536
24,38,-10.000000,10.000000,-0.762358
24,39,-10.000000,-10.000000,-0.146703
24,40,-10.000000,10.000000,-0.073762
24,41,-10.000000,-10.000000,0.856297
24,42,-10.000000,10.000000,-0.603784
24,43,10.000000,10.000000,-0.460211
24,44,-10.000000,10.000000,-0.468114
24,45,-10.000000,-10.000000,0.267030
24,46,10.000000,-10.000000,-0.538478
24,47,-10.000000,10.000000,-0.575640
24,48,10.000000,10.000000,-0.902109
24,49,-10.000000,-10.000000,0.516656
25,0,10.000000,10.000000,0.232761
25,1,10.000000,10.000000,-0.224800
25,2,10.000000,-10.000000,-0.590585
25,3,-10.000000,10.000000,-0.820294
25,4,-10.000000,10.000000,0.080764
25,5,-10.000000,-10.000000,-0.613365
25,6,10.000000,-10.000000,-0.131737
25,7,10.000000,10.000000,0.055458
25,8,10.000000,-10.000000,-0.591774
25,9,-10.000000,-10.000000,-0.091956
25,10,10.000000,-10.000000,0.792811
25,11,-10.000000,10.000000,-0.963990
25,12,10.000000,10.000000,-0.766428
25,13,-10.000000,10.000000,-0.999380
25,14,-10.000000,-10.000000,-0.259485
25,15,10.000000,-10.000000,0.749506
25,16,-10.000000,10.000000,-0.900556
25,17,10.000000,10.000000,-0.257346
25,18,10.000000,10.000000,0.317927
25,19,10.000000,-10.000000,0.268134
25,20,10.000000,10.000000,-0.050492
25,21,10.000000,10.000000,0.832208
25,22,-10.000000,-10.000000,-0.198306
25,23,-10.000000,10.000000,0.033357
25,24,-10.000000,10.000000,0.434203
25,25,10.000000,10.000000,-0.432073
25,26,-10.000000,10.000000,0.628767
25,27,10.000000,10.000000,0.487331
25,28,-10.000000,-10.000000,-0.701574
25,29,10.000000,-10.000000,-0.729662
25,30,10.000000,10.000000,-0.445592
25,31,10.000000,-10.000000,-0.904066
25,32,-10.000000,-10.000000,0.139391
25,33,10.000000,-10.000000,0.292968
25,34,-10.000000,-10.000000,0.721977
25,35,-10.000000,-10.000000,0.559425
25,36,-10.000000,10.000000,-0.707045
25,37,10.000000,10.000000,0.759536
25,38,10.000000,-10.000000,-0.762358
25,39,10.000000,10.000000,-0.146703
25,40,10.000000,-10.000000,-0.073762
25,41,10.000000,10.000000,0.856297
25,42,10.000000,-10.000000,-0.603784
25,43,-10.000000,-10.000000,-0.460211
25,44,10.000000,-10.000000,-0.468114
25,45,10.000000,10.000000,0.267030
25,46,-10.000000,10.000000,-0.538478
25,47,10.000000,-10.000000,-0.575640
25,48,-10.000000,-10.000000,-0.902109
25,49,10.000000,10.000000,0.516656
26,0,-10.000000,-10.000000,0.232761
26,1,-10.000000,-10.000000,-0.224800
26,2,-10.000000,10.000000,-0.590585
26,3,10.000000,-10.000000,-0.820294
26,4,10.000000,-10.000000,0.080764
26,5,10.000000,10.000000,-0.613365
26,6,-10.000000,10.000000,-0.131737
26,7,-10.000000,-10.000000,0.055458
26,8,-10.000000,10.000000,-0.591774
26,9,10.000000,10.000000,-0.091956
26,10,-10.000000,10.000000,0.792811
26,11,10.000000,-10.000000,-0.963990
26,12,-10.000000,-10.000000,-0.766428
26,13,10.000000,-10.000000,-0.999380
26,14,10.000000,10.000000,-0.259485
26,15,-10.000000,10.000000,0.749506
26,16,10.000000,-10.000000,-0.900556
26,17,-10.000000,-10.000000,-0.257346
26,18,-10.000000,-10.000000,0.317927
26,19,-10.000000,10.000000,0.268134
26,20,-10.000000,-10.000000,-0.050492
26,21,-10.000000,-10.000000,0.832208
26,22,10.000000,10.000000,-0.198306
26,23,10.000000,-10.000000,0.033357
26,24,10.000000,-10.000000,0.434203
26,25,-10.000000,-10.000000,-0.432073
26,26,10.000000,-10.000000,0.628767
26,27,-10.000000,-10.000000,0.487331
26,28,10.000000,10.000000,-0.701574
26,29,-10.000000,10.000000,-0.729662
26,30,-10.000000,-10.000000,-0.445592
26,31,-10.000000,10.000000,-0.904066
26,32,10.000000,10.000000,0.139391
26,33,-10.000000,10.000000,0.292968
26,34,10.000000,10.000000,0.721977
26,35,10.000000,10.000000,0.559425
26,36,10.000000,-10.000000,-0.707045
26,37,-10.000000,-10.000000,0.759536
26,38,-10.000000,10.000000,-0.762358
26,39,-10.000000,-10.000000,-0.146703
26,40,-10.000000,10.000000,-0.073762
26,41,-10.000000,-10.000000,0.856297
26,42,-10.000000,10.000000,-0.603784
26,43,10.000000,10.000000,-0.460211
26,44,-10.000000,10.000000,-0.468114
26,45,-10.000000,-10.000000,0.267030
26,46,10.000000,-10.000000,-0.538478
26,47,-10.000000,10.000000,-0.575640
26,48,10.000000,10.000000,-0.902109
26,49,-10.000000,-10.000000,0.516656
27,0,10.000000,10.000000,0.232761
27,1,10.000000,10.000000,-0.224800
27,2,10.000000,-10.000000,-0.590585
27,3,-10.000000,10.000000,-0.820294
27,4,-10.000000,10.000000,0.080764
27,5,-10.000000,-10.000000,-0.613365
27,6,10.000000,-10.000000,-0.131737
27,7,10.000000,10.000000,0.055458
27,8,10.000000,-10.000000,-0.591774
27,9,-10.000000,-10.000000,-0.091956
27,10,10.000000,-10.000000,0.792811
27,11,-10.000000,10.000000,-0.963990
27,12,10.000000,10.000000,-0.766428
27,13,-10.000000,10.000000,-0.999380
27,14,-10.000000,-10.000000,-0.259485
27,15,10.000000,-10.000000,0.749506
27,16,-10.000000,10.000000,-0.900556
27,17,10.000000,10.000000,-0.257346
27,18,10.000000,10.000000,0.317927
27,19,10.000000,-10.000000,0.268134
27,20,10.000000,10.000000,-0.050492
27,21,10.000000,10.000000,0.832208
27,22,-10.000000,-10.000000,-0.198306
27,23,-10.000000,10.000000,0.033357
27,24,-10.000000,10.000000,0.434203
27,25,10.000000,10.000000,-0.432073
27,26,-10.000000,10.000000,0.628767
27,27,10.000000,10.000000,0.487331
27,28,-10.000000,-10.000000,-0.701574
27,29,10.000000,-10.000000,-0.729662
27,30,10.000000,10.000000,-0.445592
27,31,10.000000,-10.000000,-0.904066
27,32,-10.000000,-10.000000,0.139391
27,33,10.000000,-10.000000,0.292968
27,34,-10.000000,-10.000000,0.721977
27,35,-10.000000,-10.000000,0.559425
27,36,-10.000000,10.000000,-0.707045
27,37,10.000000,10.000000,0.759536
27,38,10.000000,-10.000000,-0.762358
27,39,10.000000,10.000000,-0.146703
27,40,10.000000,-10.000000,-0.073762
27,41,10.000000,10.000000,0.856297
27,42,10.000000,-10.000000,-0.603784
27,43,-10.000000,-10.000000,-0.460211
27,44,10.000000,-10.000000,-0.468114
27,45,10.000000,10.000000,0.267030
27,46,-10.000000,10.000000,-0.538478
27,47,10.000000,-10.000000,-0.575640
27,48,-10.000000,-10.000000,-0.902109
27,49,10.000000,10.000000,0.516656
28,0,-10.000000,-10.000000,0.232761
28,1,-10.000000,-10.000000,-0.224800
28,2,-10.000000,10.000000,-0.590585
28,3,10.000000,-10.000000,-0.820294
28,4,10.000000,-10.000000,0.080764
28,5,10.000000,10.000000,-0.613365
28,6,-10.000000,10.000000,-0.131737
