step,i,j,heat
8,22,30,2.557792e+16
8,22,31,1.396934e+16
8,22,32,1.188956e+16
8,22,33,1.397156e+16
8,22,34,1.778612e+12
8,22,35,1.036624e+15
8,22,36,1.330730e+16
8,22,37,2.642719e+16
8,22,38,1.330171e+16
8,22,39,2.641975e+16
8,22,40,1.330973e+16
8,22,41,2.642709e+16
8,22,42,1.330729e+16
8,22,43,1.025491e+15
8,22,44,2.001291e+16
8,22,45,2.641836e+16
8,22,46,2.387860e+16
8,22,47,2.026974e+16
8,22,48,3.649407e+12
8,22,49,2.642781e+16
8,23,24,1.107644e+16
8,23,25,2.406395e+16
8,23,26,1.178090e+15
8,23,27,2.406461e+16
8,23,28,2.413760e+16
8,23,29,3.706366e+16
8,23,30,2.413788e+16
8,23,31,3.706587e+16
8,23,32,2.482656e+16
8,23,33,3.705711e+16
8,23,34,2.413859e+16
8,23,35,2.406433e+16
8,23,36,1.107034e+16
8,23,37,2.406346e+16
8,23,38,3.709362e+16
8,23,39,2.406425e+16
8,23,40,3.707546e+16
8,23,41,2.406377e+16
8,23,42,3.706920e+16
8,23,43,2.406270e+16
8,23,44,4.414972e+16
8,23,45,2.406400e+16
8,23,46,1.177206e+15
8,23,47,4.440654e+16
8,23,48,2.413711e+16
8,23,49,2.406325e+16
8,24,25,1.311295e+16
8,24,26,1.084217e+16
8,24,27,1.311772e+16
8,24,28,1.330738e+16
8,24,29,2.598722e+16
8,24,30,1.306144e+16
8,24,31,2.598943e+16
8,24,32,2.519720e+16
8,24,33,2.598067e+16
8,24,34,1.330674e+16
8,24,35,1.298790e+16
8,24,36,6.099163e+12
8,24,37,1.311956e+16
8,24,38,2.601718e+16
8,24,39,1.311211e+16
8,24,40,2.599902e+16
8,24,41,1.311946e+16
8,24,42,2.599277e+16
8,24,43,1.298627e+16
8,24,44,3.307328e+16
8,24,45,1.311073e+16
8,24,46,1.081823e+16
8,24,47,3.333011e+16
8,24,48,1.331128e+16
8,24,49,1.312018e+16
8,25,26,2.382968e+16
8,25,27,4.766992e+12
8,25,28,2.642032e+16
8,25,29,1.299971e+16
8,25,30,8.426616e+14
8,25,31,1.300192e+16
8,25,32,3.831014e+16
8,25,33,1.299316e+16
8,25,34,2.641969e+16
8,25,35,2.538396e+16
8,25,36,1.311329e+16
8,25,37,6.611120e+12
8,25,38,1.311888e+16
8,25,39,8.340373e+11
8,25,40,1.311085e+16
8,25,41,6.512595e+12
8,25,42,1.311329e+16
8,25,43,2.539509e+16
8,25,44,2.008577e+16
8,25,45,2.219714e+12
8,25,46,2.380574e+16
8,25,47,2.034260e+16
8,25,48,2.642423e+16
8,25,49,7.232971e+12
8,26,27,2.383034e+16
8,26,28,2.390333e+16
8,26,29,3.682939e+16
8,26,30,2.390361e+16
8,26,31,3.683160e+16
8,26,32,2.364847e+16
8,26,33,3.682284e+16
8,26,34,2.390432e+16
8,26,35,2.383007e+16
8,26,36,1.083607e+16
8,26,37,2.382919e+16
8,26,38,3.685935e+16
8,26,39,2.382998e+16
8,26,40,3.684119e+16
8,26,41,2.382951e+16
8,26,42,3.683494e+16
8,26,43,2.382844e+16
8,26,44,4.391545e+16
8,26,45,2.382974e+16
8,26,46,2.393673e+13
8,26,47,4.417228e+16
8,26,48,2.390285e+16
8,26,49,2.382898e+16
8,27,28,2.642509e+16
8,27,29,1.299905e+16
8,27,30,8.474286e+14
8,27,31,1.300126e+16
8,27,32,3.831491e+16
8,27,33,1.299250e+16
8,27,34,2.642446e+16
8,27,35,2.538872e+16
8,27,36,1.311805e+16
8,27,37,1.844128e+12
8,27,38,1.312364e+16
8,27,39,5.601029e+12
8,27,40,1.311561e+16
8,27,41,1.745604e+12
8,27,42,1.311806e+16
8,27,43,2.539986e+16
8,27,44,2.008511e+16
8,27,45,6.986705e+12
8,27,46,2.380640e+16
8,27,47,2.034194e+16
8,27,48,2.642900e+16
8,27,49,2.465979e+12
8,28,29,1.397071e+16
8,28,30,2.557766e+16
8,28,31,1.396909e+16
8,28,32,1.188982e+16
8,28,33,1.397131e+16
8,28,34,9.905980e+11
8,28,35,1.036368e+15
8,28,36,1.330704e+16
8,28,37,2.642694e+16
8,28,38,1.330145e+16
8,28,39,2.641949e+16
8,28,40,1.330948e+16
8,28,41,2.642684e+16
8,28,42,1.330703e+16
8,28,43,1.025234e+15
8,28,44,2.001212e+16
8,28,45,2.641811e+16
8,28,46,2.387939e+16
8,28,47,2.026895e+16
8,28,48,3.906034e+12
8,28,49,2.642756e+16
8,29,30,1.292578e+16
8,29,31,2.208589e+12
8,29,32,2.586053e+16
8,29,33,6.552636e+12
8,29,34,1.397007e+16
8,29,35,1.299933e+16
8,29,36,2.599332e+16
8,29,37,1.300020e+16
8,29,38,6.692599e+14
8,29,39,1.299941e+16
8,29,40,6.612319e+14
8,29,41,1.299989e+16
8,29,42,6.636752e+14
8,29,43,1.300096e+16
8,29,44,7.086059e+15
8,29,45,1.299966e+16
8,29,46,3.680546e+16
8,29,47,7.342883e+15
8,29,48,1.397462e+16
8,29,49,1.300041e+16
8,30,31,1.292799e+16
8,30,32,3.746748e+16
8,30,33,1.291922e+16
8,30,34,2.557703e+16
8,30,35,2.454130e+16
8,30,36,1.306754e+16
8,30,37,8.492727e+14
8,30,38,1.295574e+16
8,30,39,8.418275e+14
8,30,40,1.293757e+16
8,30,41,8.491742e+14
8,30,42,1.293132e+16
8,30,43,2.455243e+16
8,30,44,2.001184e+16
8,30,45,8.404419e+14
8,30,46,2.387968e+16
8,30,47,2.026866e+16
8,30,48,2.558157e+16
8,30,49,8.498946e+14
8,31,32,2.585891e+16
8,31,33,8.761225e+12
8,31,34,1.396845e+16
8,31,35,1.300153e+16
8,31,36,2.599553e+16
8,31,37,1.300241e+16
8,31,38,6.676381e+14
8,31,39,1.300162e+16
8,31,40,6.596101e+14
8,31,41,1.300209e+16
8,31,42,6.620535e+14
8,31,43,1.300316e+16
8,31,44,7.083850e+15
8,31,45,1.300187e+16
8,31,46,3.680766e+16
8,31,47,7.340675e+15
8,31,48,1.397299e+16
8,31,49,1.300262e+16
8,32,33,2.586113e+16
8,32,34,1.189046e+16
8,32,35,1.292619e+16
8,32,36,2.519686e+16
8,32,37,3.831676e+16
8,32,38,2.519127e+16
8,32,39,3.830931e+16
8,32,40,2.519930e+16
8,32,41,3.831666e+16
8,32,42,2.519685e+16
8,32,43,1.291505e+16
8,32,44,2.364950e+16
8,32,45,3.830792e+16
8,32,46,2.364936e+16
8,32,47,2.482578e+16
8,32,48,1.188591e+16
8,32,49,3.831738e+16
8,33,34,1.397067e+16
8,33,35,1.299277e+16
8,33,36,2.598677e+16
8,33,37,1.299365e+16
8,33,38,6.698582e+14
8,33,39,1.299286e+16
8,33,40,6.618302e+14
8,33,41,1.299333e+16
8,33,42,6.642735e+14
8,33,43,1.299440e+16
8,33,44,7.092612e+15
8,33,45,1.299310e+16
8,33,46,3.679890e+16
8,33,47,7.349436e+15
8,33,48,1.397521e+16
8,33,49,1.299386e+16
8,34,35,1.035731e+15
8,34,36,1.330640e+16
8,34,37,2.642630e+16
8,34,38,1.330081e+16
8,34,39,2.641885e+16
8,34,40,1.330884e+16
8,34,41,2.642620e+16
8,34,42,1.330640e+16
8,34,43,1.024598e+15
8,34,44,2.001113e+16
8,34,45,2.641747e+16
8,34,46,2.388038e+16
8,34,47,2.026796e+16
8,34,48,4.542201e+12
8,34,49,2.642692e+16
8,35,36,1.299399e+16
8,35,37,2.539057e+16
8,35,38,1.302929e+16
8,35,39,2.538312e+16
8,35,40,1.301112e+16
8,35,41,2.539047e+16
8,35,42,1.300487e+16
8,35,43,1.113344e+13
8,35,44,2.008539e+16
8,35,45,2.538174e+16
8,35,46,2.380613e+16
8,35,47,2.034221e+16
8,35,48,1.040274e+15
8,35,49,2.539119e+16
8,36,37,1.311990e+16
8,36,38,2.602328e+16
8,36,39,1.311245e+16
8,36,40,2.600512e+16
8,36,41,1.311980e+16
8,36,42,2.599886e+16
8,36,43,1.299237e+16
8,36,44,3.307938e+16
8,36,45,1.311107e+16
8,36,46,1.081213e+16
8,36,47,3.333620e+16
8,36,48,1.331095e+16
8,36,49,1.312052e+16
8,37,38,1.312549e+16
8,37,39,7.445157e+12
8,37,40,1.311746e+16
8,37,41,3.127214e+11
8,37,42,1.311990e+16
8,37,43,2.540170e+16
8,37,44,2.008626e+16
8,37,45,8.830833e+12
8,37,46,2.380526e+16
8,37,47,2.034308e+16
8,37,48,2.643084e+16
8,37,49,6.218511e+11
8,38,39,1.311804e+16
8,38,40,1.816292e+13
8,38,41,1.312539e+16
8,38,42,2.441532e+13
8,38,43,1.303091e+16
8,38,44,7.056100e+15
8,38,45,1.311666e+16
8,38,46,3.683541e+16
8,38,47,7.312924e+15
8,38,48,1.330536e+16
8,38,49,1.312611e+16
8,39,40,1.311001e+16
8,39,41,7.346633e+12
8,39,42,1.311246e+16
8,39,43,2.539426e+16
8,39,44,2.008547e+16
8,39,45,1.385676e+12
8,39,46,2.380605e+16
8,39,47,2.034229e+16
8,39,48,2.642340e+16
8,39,49,8.067008e+12
8,40,41,1.311736e+16
8,40,42,6.252403e+12
8,40,43,1.301275e+16
8,40,44,7.074263e+15
8,40,45,1.310863e+16
8,40,46,3.681725e+16
8,40,47,7.331087e+15
8,40,48,1.331338e+16
8,40,49,1.311808e+16
8,41,42,1.311980e+16
8,41,43,2.540160e+16
8,41,44,2.008594e+16
8,41,45,8.732309e+12
8,41,46,2.380557e+16
8,41,47,2.034277e+16
8,41,48,2.643074e+16
8,41,49,7.203755e+11
8,42,43,1.300650e+16
8,42,44,7.080515e+15
8,42,45,1.311107e+16
8,42,46,3.681100e+16
8,42,47,7.337339e+15
8,42,48,1.331094e+16
8,42,49,1.312052e+16
8,43,44,2.008701e+16
8,43,45,2.539287e+16
8,43,46,2.380450e+16
8,43,47,2.034384e+16
8,43,48,1.029140e+15
8,43,49,2.540232e+16
8,44,45,2.008572e+16
8,44,46,4.389151e+16
8,44,47,1.176283e+15
8,44,48,2.001261e+16
8,44,49,2.008647e+16
8,45,46,2.380580e+16
8,45,47,2.034254e+16
8,45,48,2.642201e+16
8,45,49,9.452684e+12
8,46,47,4.414834e+16
8,46,48,2.387891e+16
8,46,49,2.380505e+16
8,47,48,2.026943e+16
8,47,49,2.034329e+16
8,48,49,2.643146e+16
9,0,1,7.569773e+14
9,0,2,1.157233e+16
9,0,3,1.186334e+16
9,0,4,1.168292e+16
9,0,5,2.196935e+16
9,0,6,1.156889e+16
9,0,7,7.550764e+14
9,0,8,1.157597e+16
9,0,9,2.195404e+16
9,0,10,1.158712e+16
9,0,11,2.160485e+16
9,0,12,7.614988e+11
9,0,13,2.159953e+16
9,0,14,2.287830e+16
9,0,15,1.157401e+16
9,0,16,1.168733e+16
9,0,17,7.549483e+14
9,0,18,4.829645e+12
9,0,19,1.155997e+16
9,0,20,1.325996e+12
9,0,21,7.685025e+14
9,0,22,2.288271e+16
9,0,23,2.159710e+16
9,0,24,1.168665e+16
9,0,25,7.566582e+14
9,0,26,2.138750e+16
9,0,27,7.609233e+14
9,0,28,2.288248e+16
9,0,29,1.156498e+16
9,0,30,2.701034e+12
9,0,31,1.156695e+16
9,0,32,3.352069e+16
9,0,33,1.155911e+16
9,0,34,2.288191e+16
9,0,35,2.195521e+16
9,0,36,1.169211e+16
9,0,37,7.625733e+14
9,0,38,1.159178e+16
9,0,39,7.559119e+14
9,0,40,1.157553e+16
9,0,41,7.624852e+14
9,0,42,1.156994e+16
9,0,43,2.196517e+16
9,0,44,1.790511e+16
9,0,45,7.546721e+14
9,0,46,2.136608e+16
9,0,47,1.813490e+16
9,0,48,2.288597e+16
9,0,49,7.631297e+14
9,1,2,1.173408e+16
9,1,3,1.179674e+16
9,1,4,1.173257e+16
9,1,5,2.272633e+16
9,1,6,1.173235e+16
9,1,7,1.900903e+12
9,1,8,1.173236e+16
9,1,9,2.271101e+16
9,1,10,1.173316e+16
9,1,11,2.153825e+16
9,1,12,7.577388e+14
9,1,13,2.153293e+16
9,1,14,2.363528e+16
9,1,15,1.164061e+16
9,1,16,1.173348e+16
9,1,17,2.028957e+12
9,1,18,7.521476e+14
9,1,19,1.162657e+16
9,1,20,7.583033e+14
9,1,21,1.152518e+13
9,1,22,2.363969e+16
9,1,23,2.153051e+16
9,1,24,1.173291e+16
9,1,25,3.191321e+11
9,1,26,2.132090e+16
9,1,27,3.946053e+12
9,1,28,2.363946e+16
9,1,29,1.163157e+16
9,1,30,7.542763e+14
9,1,31,1.163355e+16
9,1,32,3.427767e+16
9,1,33,1.162571e+16
9,1,34,2.363889e+16
9,1,35,2.271218e+16
9,1,36,1.173321e+16
9,1,37,5.596055e+12
9,1,38,1.173821e+16
9,1,39,1.065373e+12
9,1,40,1.173103e+16
9,1,41,5.507902e+12
9,1,42,1.173321e+16
9,1,43,2.272214e+16
9,1,44,1.797170e+16
9,1,45,2.305183e+12
9,1,46,2.129948e+16
9,1,47,1.820149e+16
9,1,48,2.364295e+16
9,1,49,6.152445e+12
9,2,3,2.343566e+16
9,2,4,2.325524e+16
9,2,5,1.163965e+16
9,2,6,3.432939e+12
9,2,7,1.173218e+16
9,2,8,3.648170e+12
9,2,9,1.163818e+16
9,2,10,1.479519e+13
9,2,11,3.317717e+16
9,2,12,1.157286e+16
9,2,13,3.317186e+16
9,2,14,1.190120e+16
9,2,15,5.959342e+14
9,2,16,2.325966e+16
9,2,17,1.173205e+16
9,2,18,1.157271e+16
9,2,19,5.958873e+14
9,2,20,1.157282e+16
9,2,21,1.174561e+16
9,2,22,1.190560e+16
9,2,23,3.316943e+16
9,2,24,2.325897e+16
9,2,25,1.173376e+16
9,2,26,3.295982e+16
9,2,27,1.173803e+16
9,2,28,1.190537e+16
9,2,29,5.946832e+14
9,2,30,1.157247e+16
9,2,31,5.932321e+14
9,2,32,2.254359e+16
9,2,33,5.952185e+14
9,2,34,1.190480e+16
9,2,35,1.163828e+16
9,2,36,2.326443e+16
9,2,37,1.173968e+16
9,2,38,1.945600e+13
9,2,39,1.173302e+16
9,2,40,3.205039e+12
9,2,41,1.173959e+16
9,2,42,2.389192e+12
9,2,43,1.163973e+16
9,2,44,6.332782e+15
9,2,45,1.173178e+16
9,2,46,3.293841e+16
9,2,47,6.562570e+15
9,2,48,1.190887e+16
9,2,49,1.174024e+16
9,3,4,5.919551e+14
9,3,5,1.179601e+16
9,3,6,2.343223e+16
9,3,7,1.179713e+16
9,3,8,2.343931e+16
9,3,9,1.179748e+16
9,3,10,2.345046e+16
9,3,11,9.741511e+15
9,3,12,1.186280e+16
9,3,13,9.736193e+15
9,3,14,1.249467e+16
9,3,15,2.343735e+16
9,3,16,5.928630e+14
9,3,17,1.179776e+16
9,3,18,1.186296e+16
9,3,19,2.342331e+16
9,3,20,1.186285e+16
9,3,21,1.179778e+16
9,3,22,1.249907e+16
9,3,23,9.733766e+15
9,3,24,5.922932e+14
9,3,25,1.179704e+16
9,3,26,9.524160e+15
9,3,27,1.179763e+16
9,3,28,1.249884e+16
9,3,29,2.342831e+16
9,3,30,1.186319e+16
9,3,31,2.343029e+16
9,3,32,2.313706e+16
9,3,33,2.342245e+16
9,3,34,1.249827e+16
9,3,35,1.179739e+16
9,3,36,5.925945e+14
9,3,37,1.179661e+16
9,3,38,2.345512e+16
9,3,39,1.179731e+16
9,3,40,2.343887e+16
9,3,41,1.179689e+16
9,3,42,2.343327e+16
9,3,43,1.179593e+16
9,3,44,2.976844e+16
9,3,45,1.179709e+16
9,3,46,9.502743e+15
9,3,47,2.999823e+16
9,3,48,1.250234e+16
9,3,49,1.179642e+16
9,4,5,1.161559e+16
9,4,6,2.325181e+16
9,4,7,1.173067e+16
9,4,8,2.325889e+16
9,4,9,1.161706e+16
9,4,10,2.327004e+16
9,4,11,9.921928e+15
9,4,12,1.168239e+16
9,4,13,9.916611e+15
9,4,14,1.190271e+16
9,4,15,2.325693e+16
9,4,16,4.410285e+12
9,4,17,1.173054e+16
9,4,18,1.168254e+16
9,4,19,2.324289e+16
9,4,20,1.168243e+16
9,4,21,1.174409e+16
9,4,22,1.190712e+16
9,4,23,9.914183e+15
9,4,24,3.729543e+12
9,4,25,1.173225e+16
9,4,26,9.704577e+15
9,4,27,1.173651e+16
9,4,28,1.190689e+16
9,4,29,2.324790e+16
9,4,30,1.168278e+16
9,4,31,2.324987e+16
9,4,32,2.254510e+16
9,4,33,2.324203e+16
9,4,34,1.190632e+16
9,4,35,1.161697e+16
9,4,36,9.186666e+12
9,4,37,1.173816e+16
9,4,38,2.327470e+16
9,4,39,1.173150e+16
9,4,40,2.325845e+16
9,4,41,1.173808e+16
9,4,42,2.325286e+16
9,4,43,1.161551e+16
9,4,44,2.958803e+16
9,4,45,1.173026e+16
9,4,46,9.683160e+15
9,4,47,2.981782e+16
9,4,48,1.191038e+16
9,4,49,1.173872e+16
9,5,6,1.163622e+16
9,5,7,2.272443e+16
9,5,8,1.164330e+16
9,5,9,1.531440e+13
9,5,10,1.165445e+16
9,5,11,2.153752e+16
9,5,12,2.196859e+16
9,5,13,2.153220e+16
9,5,14,9.089518e+14
9,5,15,1.164134e+16
9,5,16,1.162000e+16
9,5,17,2.272430e+16
9,5,18,2.197418e+16
9,5,19,1.162730e+16
9,5,20,2.196802e+16
9,5,21,2.273785e+16
9,5,22,9.133580e+14
9,5,23,2.152978e+16
9,5,24,1.161932e+16
9,5,25,2.272601e+16
9,5,26,2.132017e+16
9,5,27,2.273027e+16
9,5,28,9.131284e+14
9,5,29,1.163230e+16
9,5,30,2.197205e+16
9,5,31,1.163428e+16
9,5,32,1.155134e+16
9,5,33,1.162644e+16
9,5,34,9.125592e+14
9,5,35,1.414391e+13
9,5,36,1.162478e+16
9,5,37,2.273192e+16
9,5,38,1.165911e+16
9,5,39,2.272526e+16
9,5,40,1.164286e+16
9,5,41,2.273184e+16
9,5,42,1.163726e+16
9,5,43,4.182453e+12
9,5,44,1.797243e+16
9,5,45,2.272402e+16
9,5,46,2.129875e+16
9,5,47,1.820222e+16
9,5,48,9.166232e+14
9,5,49,2.273248e+16
9,6,7,1.173045e+16
9,6,8,7.081109e+12
9,6,9,1.163475e+16
9,6,10,1.822813e+13
9,6,11,3.317374e+16
9,6,12,1.156943e+16
9,6,13,3.316842e+16
9,6,14,1.190293e+16
9,6,15,5.941985e+14
9,6,16,2.325622e+16
9,6,17,1.173032e+16
9,6,18,1.156927e+16
9,6,19,5.941516e+14
9,6,20,1.156938e+16
9,6,21,1.174387e+16
9,6,22,1.190734e+16
9,6,23,3.316600e+16
9,6,24,2.325554e+16
9,6,25,1.173203e+16
9,6,26,3.295639e+16
9,6,27,1.173629e+16
9,6,28,1.190711e+16
9,6,29,5.929475e+14
9,6,30,1.156904e+16
9,6,31,5.914964e+14
9,6,32,2.254532e+16
9,6,33,5.934828e+14
9,6,34,1.190654e+16
9,6,35,1.163484e+16
9,6,36,2.326100e+16
9,6,37,1.173794e+16
9,6,38,2.288894e+13
9,6,39,1.173128e+16
9,6,40,6.637978e+12
9,6,41,1.173786e+16
9,6,42,1.043747e+12
9,6,43,1.163630e+16
9,6,44,6.336214e+15
9,6,45,1.173004e+16
9,6,46,3.293497e+16
9,6,47,6.566003e+15
9,6,48,1.191060e+16
9,6,49,1.173850e+16
9,7,8,1.173046e+16
9,7,9,2.270911e+16
9,7,10,1.173126e+16
9,7,11,2.153864e+16
9,7,12,7.558379e+14
9,7,13,2.153332e+16
9,7,14,2.363338e+16
9,7,15,1.164022e+16
9,7,16,1.173158e+16
9,7,17,6.253742e+11
9,7,18,7.502467e+14
9,7,19,1.162618e+16
9,7,20,7.564024e+14
9,7,21,1.342608e+13
9,7,22,2.363778e+16
9,7,23,2.153090e+16
9,7,24,1.173101e+16
9,7,25,1.581771e+12
9,7,26,2.132129e+16
9,7,27,5.846955e+12
9,7,28,2.363755e+16
9,7,29,1.163118e+16
9,7,30,7.523754e+14
9,7,31,1.163316e+16
9,7,32,3.427577e+16
9,7,33,1.162532e+16
9,7,34,2.363699e+16
9,7,35,2.271028e+16
9,7,36,1.173131e+16
9,7,37,7.496957e+12
9,7,38,1.173631e+16
9,7,39,8.355299e+11
9,7,40,1.172913e+16
9,7,41,7.408804e+12
9,7,42,1.173131e+16
9,7,43,2.272024e+16
9,7,44,1.797131e+16
9,7,45,4.042804e+11
9,7,46,2.129987e+16
9,7,47,1.820110e+16
9,7,48,2.364105e+16
9,7,49,8.053348e+12
9,8,9,1.164183e+16
9,8,10,1.114702e+13
9,8,11,3.318082e+16
9,8,12,1.157651e+16
9,8,13,3.317550e+16
9,8,14,1.190292e+16
9,8,15,5.942067e+14
9,8,16,2.326330e+16
9,8,17,1.173033e+16
9,8,18,1.157635e+16
9,8,19,5.941597e+14
9,8,20,1.157646e+16
9,8,21,1.174388e+16
9,8,22,1.190733e+16
9,8,23,3.317308e+16
9,8,24,2.326262e+16
9,8,25,1.173204e+16
9,8,26,3.296347e+16
9,8,27,1.173630e+16
9,8,28,1.190710e+16
9,8,29,5.929556e+14
9,8,30,1.157612e+16
9,8,31,5.915046e+14
9,8,32,2.254531e+16
9,8,33,5.934910e+14
9,8,34,1.190653e+16
9,8,35,1.164192e+16
9,8,36,2.326808e+16
9,8,37,1.173795e+16
9,8,38,1.580783e+13
9,8,39,1.173129e+16
9,8,40,1.329663e+12
9,8,41,1.173786e+16
9,8,42,6.037362e+12
9,8,43,1.164338e+16
9,8,44,6.329133e+15
9,8,45,1.173005e+16
9,8,46,3.294205e+16
9,8,47,6.558922e+15
9,8,48,1.191059e+16
9,8,49,1.173851e+16
9,9,10,1.165298e+16
9,9,11,2.153899e+16
9,9,12,2.195327e+16
9,9,13,2.153367e+16
9,9,14,9.242662e+14
9,9,15,1.163987e+16
9,9,16,1.162147e+16
9,9,17,2.270898e+16
9,9,18,2.195887e+16
9,9,19,1.162583e+16
9,9,20,2.195271e+16
9,9,21,2.272254e+16
9,9,22,9.286724e+14
9,9,23,2.153124e+16
9,9,24,1.162079e+16
9,9,25,2.271069e+16
9,9,26,2.132164e+16
9,9,27,2.271496e+16
9,9,28,9.284428e+14
9,9,29,1.163083e+16
9,9,30,2.195674e+16
9,9,31,1.163281e+16
9,9,32,1.156666e+16
9,9,33,1.162497e+16
9,9,34,9.278736e+14
9,9,35,1.170490e+12
9,9,36,1.162625e+16
9,9,37,2.271661e+16
9,9,38,1.165764e+16
9,9,39,2.270995e+16
9,9,40,1.164139e+16
9,9,41,2.271652e+16
9,9,42,1.163579e+16
9,9,43,1.113195e+13
9,9,44,1.797096e+16
9,9,45,2.270871e+16
9,9,46,2.130022e+16
9,9,47,1.820075e+16
9,9,48,9.319376e+14
9,9,49,2.271717e+16
9,10,11,3.319197e+16
9,10,12,1.158765e+16
9,10,13,3.318665e+16
9,10,14,1.190211e+16
9,10,15,5.950148e+14
9,10,16,2.327445e+16
9,10,17,1.173114e+16
9,10,18,1.158750e+16
9,10,19,5.949679e+14
9,10,20,1.158761e+16
9,10,21,1.174469e+16
9,10,22,1.190652e+16
9,10,23,3.318422e+16
9,10,24,2.327377e+16
9,10,25,1.173285e+16
9,10,26,3.297462e+16
9,10,27,1.173711e+16
9,10,28,1.190629e+16
9,10,29,5.937638e+14
9,10,30,1.158726e+16
9,10,31,5.923127e+14
9,10,32,2.254450e+16
9,10,33,5.942991e+14
9,10,34,1.190572e+16
9,10,35,1.165307e+16
9,10,36,2.327923e+16
9,10,37,1.173876e+16
9,10,38,5.045128e+12
9,10,39,1.173210e+16
9,10,40,1.159015e+13
9,10,41,1.173867e+16
9,10,42,1.718438e+13
9,10,43,1.165453e+16
9,10,44,6.317986e+15
9,10,45,1.173086e+16
9,10,46,3.295320e+16
9,10,47,6.547775e+15
9,10,48,1.190979e+16
9,10,49,1.173932e+16
9,11,12,2.160432e+16
9,11,13,5.317723e+12
9,11,14,2.160499e+16
9,11,15,3.317886e+16
9,11,16,9.917518e+15
9,11,17,2.153927e+16
9,11,18,2.160447e+16
9,11,19,3.316482e+16
9,11,20,2.160436e+16
9,11,21,2.153929e+16
9,11,22,2.160374e+16
9,11,23,7.745192e+12
9,11,24,9.918199e+15
9,11,25,2.153855e+16
9,11,26,1.055986e+15
9,11,27,2.153914e+16
9,11,28,2.160445e+16
9,11,29,3.316982e+16
9,11,30,2.160470e+16
9,11,31,3.317180e+16
9,11,32,2.221506e+16
9,11,33,3.316396e+16
9,11,34,2.160533e+16
9,11,35,2.153890e+16
9,11,36,9.912742e+15
9,11,37,2.153812e+16
9,11,38,3.319663e+16
9,11,39,2.153882e+16
9,11,40,3.318038e+16
9,11,41,2.153840e+16
9,11,42,3.317478e+16
9,11,43,2.153744e+16
9,11,44,3.950995e+16
9,11,45,2.153860e+16
9,11,46,1.055194e+15
9,11,47,3.973974e+16
9,11,48,2.160402e+16
9,11,49,2.153793e+16
9,12,13,2.159900e+16
9,12,14,2.287754e+16
9,12,15,1.157455e+16
9,12,16,1.168680e+16
9,12,17,7.557098e+14
9,12,18,5.591144e+12
9,12,19,1.156051e+16
9,12,20,5.644968e+11
9,12,21,7.692640e+14
9,12,22,2.288195e+16
9,12,23,2.159657e+16
9,12,24,1.168612e+16
9,12,25,7.574197e+14
9,12,26,2.138696e+16
9,12,27,7.616848e+14
9,12,28,2.288172e+16
9,12,29,1.156551e+16
9,12,30,3.462533e+12
9,12,31,1.156748e+16
9,12,32,3.351993e+16
9,12,33,1.155965e+16
9,12,34,2.288115e+16
9,12,35,2.195444e+16
9,12,36,1.169157e+16
9,12,37,7.633348e+14
9,12,38,1.159231e+16
9,12,39,7.566734e+14
9,12,40,1.157606e+16
9,12,41,7.632467e+14
9,12,42,1.157047e+16
9,12,43,2.196441e+16
9,12,44,1.790564e+16
9,12,45,7.554336e+14
9,12,46,2.136555e+16
9,12,47,1.813543e+16
9,12,48,2.288521e+16
9,12,49,7.638912e+14
9,13,14,2.159967e+16
9,13,15,3.317354e+16
9,13,16,9.912200e+15
9,13,17,2.153395e+16
9,13,18,2.159915e+16
9,13,19,3.315950e+16
9,13,20,2.159904e+16
9,13,21,2.153397e+16
9,13,22,2.159843e+16
9,13,23,2.427468e+12
9,13,24,9.912881e+15
9,13,25,2.153323e+16
9,13,26,1.054049e+15
9,13,27,2.153383e+16
9,13,28,2.159913e+16
9,13,29,3.316451e+16
9,13,30,2.159939e+16
9,13,31,3.316648e+16
9,13,32,2.221312e+16
9,13,33,3.315864e+16
9,13,34,2.160002e+16
9,13,35,2.153358e+16
9,13,36,9.907424e+15
9,13,37,2.153280e+16
9,13,38,3.319131e+16
9,13,39,2.153351e+16
9,13,40,3.317506e+16
9,13,41,2.153308e+16
9,13,42,3.316947e+16
9,13,43,2.153212e+16
9,13,44,3.950464e+16
9,13,45,2.153328e+16
9,13,46,1.053258e+15
9,13,47,3.973443e+16
9,13,48,2.159870e+16
9,13,49,2.153261e+16
9,14,15,1.249713e+16
9,14,16,1.190180e+16
9,14,17,2.363325e+16
9,14,18,2.288313e+16
9,14,19,1.249708e+16
9,14,20,2.287698e+16
9,14,21,2.364680e+16
9,14,22,4.406206e+12
9,14,23,2.159724e+16
9,14,24,1.190237e+16
9,14,25,2.363496e+16
9,14,26,2.138764e+16
9,14,27,2.363923e+16
9,14,28,4.176593e+12
9,14,29,1.249588e+16
9,14,30,2.288100e+16
9,14,31,1.249443e+16
9,14,32,1.064239e+16
9,14,33,1.249641e+16
9,14,34,3.607393e+12
9,14,35,9.230957e+14
9,14,36,1.190207e+16
9,14,37,2.364088e+16
9,14,38,1.189707e+16
9,14,39,2.363421e+16
9,14,40,1.190425e+16
9,14,41,2.364079e+16
9,14,42,1.190207e+16
9,14,43,9.131342e+14
9,14,44,1.790497e+16
9,14,45,2.363297e+16
9,14,46,2.136622e+16
9,14,47,1.813475e+16
