step,node,prev,new,entropy,time
12,5,8,5,8.377896e-01,-1.093550e+43
12,6,5,3,8.950886e-01,-1.210011e+43
12,7,0,5,6.263775e-01,-1.201913e+43
12,8,7,5,5.704276e-01,-1.318746e+43
12,9,1,1,9.399133e-01,-1.083011e+43
12,10,7,4,5.145466e-03,-1.182178e+43
12,11,4,5,4.625048e-01,-1.174817e+43
12,12,0,1,9.370661e-01,-1.304707e+43
12,13,0,5,3.328621e-01,-1.105159e+43
12,14,5,2,6.897170e-01,-1.133191e+43
12,15,3,2,6.897170e-01,-1.133480e+43
12,16,5,3,7.585490e-01,-1.108342e+43
12,17,4,2,3.820539e-01,-1.156802e+43
12,18,5,3,5.072405e-01,-1.257613e+43
12,19,7,3,5.072405e-01,-1.248389e+43
12,20,0,8,3.931732e-01,-1.157333e+43
12,21,7,8,5.756790e-01,-1.296312e+43
12,22,7,5,6.263775e-01,-1.112796e+43
12,23,5,4,4.796566e-01,-1.206242e+43
12,24,2,6,5.102366e-01,-1.197989e+43
12,25,0,1,9.453924e-01,-1.139924e+43
12,26,1,8,3.931732e-01,-1.163806e+43
12,27,4,7,9.421901e-01,-1.295772e+43
12,28,1,7,7.505284e-01,-1.147509e+43
12,29,7,4,6.623649e-01,-1.303499e+43
12,30,0,7,5.220125e-02,-1.142193e+43
12,31,4,4,4.796566e-01,-1.194646e+43
12,32,8,2,3.820539e-01,-1.270891e+43
12,33,7,2,1.707681e-01,-1.285788e+43
12,34,7,5,6.263775e-01,-1.164946e+43
12,35,4,1,4.363178e-01,-1.132844e+43
12,36,1,6,5.102366e-01,-1.139173e+43
12,37,4,5,3.328621e-01,-1.100841e+43
12,38,1,3,5.587777e-01,-1.305485e+43
12,39,5,3,5.072405e-01,-1.204097e+43
12,40,4,3,8.950886e-01,-1.246066e+43
12,41,5,5,3.328621e-01,-1.266724e+43
12,42,2,4,8.786285e-01,-1.166385e+43
12,43,5,5,9.240248e-01,-1.151007e+43
12,44,3,6,2.863016e-01,-1.122558e+43
12,45,7,1,6.609290e-01,-1.108595e+43
12,46,1,8,3.931732e-01,-1.195388e+43
12,47,0,7,9.421901e-01,-1.307526e+43
12,48,7,5,9.240248e-01,-1.171342e+43
12,49,4,3,8.950886e-01,-1.221405e+43
13,0,2,2,2.898546e-01,-1.262610e+43
13,1,8,0,4.098410e-01,-1.284167e+43
13,2,4,1,6.733168e-01,-1.347645e+43
13,3,1,8,2.435681e-01,-1.240288e+43
13,4,8,0,4.098410e-01,-1.351251e+43
13,5,5,7,7.286742e-01,-1.184679e+43
13,6,3,8,7.363446e-01,-1.310845e+43
13,7,5,1,6.733168e-01,-1.302072e+43
13,8,5,0,8.765943e-01,-1.428642e+43
13,9,1,1,3.258070e-01,-1.173261e+43
13,10,4,3,6.766033e-01,-1.280692e+43
13,11,5,2,2.898546e-01,-1.272718e+43
13,12,1,8,5.200677e-01,-1.413432e+43
13,13,5,2,6.446069e-01,-1.197256e+43
13,14,2,3,7.315399e-01,-1.227624e+43
13,15,2,3,9.058650e-01,-1.227937e+43
13,16,3,6,9.203703e-01,-1.200703e+43
13,17,2,8,4.868333e-01,-1.253202e+43
13,18,3,7,7.960404e-01,-1.362415e+43
13,19,3,5,6.572333e-01,-1.352421e+43
13,20,8,2,6.446069e-01,-1.253777e+43
13,21,8,2,6.446069e-01,-1.404338e+43
13,22,5,2,2.898546e-01,-1.205529e+43
13,23,4,3,7.315399e-01,-1.306763e+43
13,24,6,2,2.898546e-01,-1.297821e+43
13,25,1,1,3.619973e-01,-1.234918e+43
13,26,8,1,9.955958e-01,-1.260790e+43
13,27,7,6,9.203703e-01,-1.403753e+43
13,28,7,8,7.363446e-01,-1.243135e+43
13,29,4,1,3.258070e-01,-1.412124e+43
13,30,7,3,6.766033e-01,-1.237376e+43
13,31,4,0,8.765943e-01,-1.294200e+43
13,32,2,1,6.733168e-01,-1.376799e+43
13,33,2,7,5.950016e-01,-1.392937e+43
13,34,5,2,2.898546e-01,-1.262025e+43
13,35,1,7,1.262738e-01,-1.227248e+43
13,36,6,3,7.315399e-01,-1.234104e+43
13,37,5,1,3.258070e-01,-1.192578e+43
13,38,3,8,7.363446e-01,-1.414275e+43
13,39,3,2,2.898546e-01,-1.304439e+43
13,40,3,7,2.650292e-01,-1.349904e+43
13,41,5,0,4.274732e-02,-1.372284e+43
13,42,4,8,5.200677e-01,-1.263584e+43
13,43,5,6,9.203703e-01,-1.246924e+43
13,44,6,0,4.274732e-02,-1.216104e+43
13,45,1,2,2.898546e-01,-1.200978e+43
13,46,8,1,3.619973e-01,-1.295003e+43
13,47,7,8,4.868333e-01,-1.416486e+43
13,48,5,1,3.258070e-01,-1.268954e+43
13,49,3,3,6.766033e-01,-1.323188e+43
14,0,2,4,5.319883e-01,-1.359734e+43
14,1,0,3,5.147868e-01,-1.382950e+43
14,2,1,6,3.621529e-01,-1.451310e+43
14,3,8,4,9.509844e-01,-1.335694e+43
14,4,0,5,6.595290e-01,-1.455193e+43
14,5,7,5,6.595290e-01,-1.275808e+43
14,6,8,0,3.760566e-01,-1.411679e+43
14,7,1,0,5.832420e-01,-1.402231e+43
14,8,0,4,4.338219e-01,-1.538537e+43
14,9,1,6,1.356859e-01,-1.263512e+43
14,10,3,1,9.852722e-01,-1.379207e+43
14,11,2,4,2.569085e-02,-1.370620e+43
14,12,8,0,3.760566e-01,-1.522158e+43
14,13,2,4,5.287381e-01,-1.289352e+43
14,14,3,4,9.509844e-01,-1.322056e+43
14,15,3,6,7.217542e-01,-1.322393e+43
14,16,6,4,2.569085e-02,-1.293065e+43
14,17,8,6,1.356859e-01,-1.349602e+43
14,18,7,4,5.536667e-01,-1.467216e+43
14,19,5,1,2.858302e-03,-1.456454e+43
14,20,2,5,5.565248e-01,-1.350221e+43
14,21,2,5,6.595290e-01,-1.512364e+43
14,22,2,1,4.885803e-01,-1.298262e+43
14,23,3,0,3.760566e-01,-1.407283e+43
14,24,2,6,1.356859e-01,-1.397654e+43
14,25,1,6,7.217542e-01,-1.329911e+43
14,26,1,6,1.887460e-01,-1.357774e+43
14,27,6,5,5.565248e-01,-1.511734e+43
14,28,8,6,7.788615e-01,-1.338761e+43
14,29,1,2,9.190019e-01,-1.520749e+43
14,30,3,0,3.760566e-01,-1.332559e+43
14,31,0,6,1.356859e-01,-1.393754e+43
14,32,1,1,9.852722e-01,-1.482707e+43
14,33,7,4,6.842618e-01,-1.500086e+43
14,34,2,0,5.261279e-01,-1.359104e+43
14,35,7,4,2.992395e-01,-1.321652e+43
14,36,3,4,9.509844e-01,-1.329035e+43
14,37,1,8,5.441405e-01,-1.284314e+43
14,38,8,6,3.621529e-01,-1.523065e+43
14,39,2,6,1.887460e-01,-1.404780e+43
14,40,7,0,3.760566e-01,-1.453743e+43
14,41,0,6,1.887460e-01,-1.477844e+43
14,42,8,6,3.621529e-01,-1.360783e+43
14,43,6,6,1.887460e-01,-1.342842e+43
14,44,0,0,5.832420e-01,-1.309650e+43
14,45,2,4,2.992395e-01,-1.293361e+43
14,46,1,6,8.792633e-01,-1.394619e+43
14,47,8,5,6.595290e-01,-1.525447e+43
14,48,1,6,7.217542e-01,-1.366566e+43
14,49,3,1,9.852722e-01,-1.424972e+43
15,0,4,6,2.849600e-01,-1.456858e+43
15,1,3,3,2.202545e-01,-1.481732e+43
15,2,6,5,6.271839e-01,-1.554975e+43
15,3,4,3,2.815608e-01,-1.431101e+43
15,4,5,7,9.937354e-01,-1.559136e+43
15,5,5,3,2.815608e-01,-1.366937e+43
15,6,0,4,1.177554e-01,-1.512513e+43
15,7,0,3,7.145523e-01,-1.502391e+43
15,8,4,2,8.463235e-01,-1.648433e+43
15,9,6,6,8.003548e-01,-1.353763e+43
15,10,1,4,1.177554e-01,-1.477722e+43
15,11,4,3,9.207707e-01,-1.468521e+43
15,12,0,4,1.373755e-01,-1.630883e+43
15,13,4,8,8.090387e-02,-1.381449e+43
15,14,4,8,9.477763e-01,-1.416489e+43
15,15,6,6,8.003548e-01,-1.416850e+43
15,16,4,6,2.849600e-01,-1.385427e+43
15,17,6,5,7.644463e-01,-1.446002e+43
15,18,4,7,7.823809e-01,-1.572017e+43
15,19,1,2,6.119347e-01,-1.560486e+43
15,20,5,3,2.815608e-01,-1.446666e+43
15,21,5,2,8.463235e-01,-1.620390e+43
15,22,1,3,2.202545e-01,-1.390995e+43
15,23,0,2,6.289399e-01,-1.507803e+43
15,24,6,3,8.334842e-01,-1.497486e+43
15,25,6,3,1.826100e-01,-1.424905e+43
15,26,6,3,8.334842e-01,-1.454758e+43
15,27,5,7,7.831634e-01,-1.619715e+43
15,28,6,6,1.390123e-01,-1.434387e+43
15,29,2,4,1.177554e-01,-1.629374e+43
15,30,0,2,2.699012e-02,-1.427741e+43
15,31,6,6,2.849600e-01,-1.493308e+43
15,32,1,3,3.790021e-01,-1.588614e+43
15,33,4,6,2.849600e-01,-1.607235e+43
15,34,0,6,1.390123e-01,-1.456183e+43
15,35,4,3,9.207707e-01,-1.416055e+43
15,36,4,2,1.687884e-01,-1.423966e+43
15,37,8,3,9.207707e-01,-1.376051e+43
15,38,6,3,7.145523e-01,-1.631856e+43
15,39,6,2,8.463235e-01,-1.505121e+43
15,40,0,6,2.849600e-01,-1.557582e+43
15,41,6,2,6.289399e-01,-1.583404e+43
15,42,6,2,3.918353e-01,-1.457981e+43
15,43,6,3,2.815608e-01,-1.438759e+43
15,44,0,6,2.624588e-01,-1.403197e+43
15,45,4,3,2.815608e-01,-1.385744e+43
15,46,6,2,3.918353e-01,-1.494235e+43
15,47,5,2,6.289399e-01,-1.634407e+43
15,48,6,6,2.849600e-01,-1.464177e+43
15,49,1,2,6.289399e-01,-1.526756e+43
16,0,6,4,6.079990e-01,-1.553982e+43
16,1,3,4,5.853908e-01,-1.580514e+43
16,2,5,4,6.079990e-01,-1.658640e+43
16,3,3,0,2.220609e-01,-1.526508e+43
16,4,7,6,8.822053e-01,-1.663078e+43
16,5,3,7,8.162637e-01,-1.458066e+43
16,6,4,7,9.794569e-01,-1.613348e+43
16,7,3,4,5.853908e-01,-1.602550e+43
16,8,2,2,9.752240e-01,-1.758328e+43
16,9,6,6,8.445291e-01,-1.444014e+43
16,10,4,3,8.977120e-01,-1.576237e+43
16,11,3,5,3.831059e-01,-1.566423e+43
16,12,4,4,2.828048e-01,-1.739609e+43
16,13,8,3,8.977120e-01,-1.473545e+43
16,14,8,0,1.980341e-01,-1.510921e+43
16,15,6,8,5.402723e-01,-1.511307e+43
16,16,6,0,7.142509e-01,-1.477789e+43
16,17,5,3,8.977120e-01,-1.542403e+43
16,18,7,0,1.980341e-01,-1.676818e+43
16,19,2,3,7.362625e-01,-1.664518e+43
16,20,3,2,9.752240e-01,-1.543110e+43
16,21,2,8,6.394789e-01,-1.728417e+43
16,22,3,4,5.766080e-01,-1.483729e+43
16,23,2,4,2.990896e-02,-1.608323e+43
16,24,3,1,9.221308e-01,-1.597318e+43
16,25,3,6,8.822053e-01,-1.519899e+43
16,26,3,6,7.152384e-01,-1.551742e+43
16,27,7,6,7.152384e-01,-1.727696e+43
16,28,6,1,1.484180e-01,-1.530012e+43
16,29,4,6,8.822053e-01,-1.737999e+43
16,30,2,3,7.362625e-01,-1.522924e+43
16,31,6,5,7.245892e-01,-1.592862e+43
16,32,3,6,8.822053e-01,-1.694522e+43
16,33,6,0,1.980341e-01,-1.714384e+43
16,34,6,1,9.221308e-01,-1.553261e+43
16,35,3,6,8.822053e-01,-1.510459e+43
16,36,2,1,1.484180e-01,-1.518898e+43
16,37,3,0,1.980341e-01,-1.467788e+43
16,38,3,6,8.822053e-01,-1.740646e+43
16,39,2,2,9.588129e-01,-1.605463e+43
16,40,6,0,2.220609e-01,-1.661421e+43
16,41,2,3,8.977120e-01,-1.688965e+43
16,42,2,6,8.822053e-01,-1.555180e+43
16,43,3,3,4.547058e-02,-1.534676e+43
16,44,6,8,6.394789e-01,-1.496743e+43
16,45,3,0,2.220609e-01,-1.478127e+43
16,46,2,8,6.465704e-01,-1.593850e+43
16,47,2,3,4.547058e-02,-1.743368e+43
16,48,6,4,1.580550e-01,-1.561789e+43
16,49,2,4,5.766080e-01,-1.628539e+43
17,0,4,4,9.803931e-01,-1.651105e+43
17,1,4,7,5.652831e-01,-1.679296e+43
17,2,4,5,9.876443e-01,-1.762305e+43
17,3,0,7,1.652400e-02,-1.621915e+43
17,4,6,2,9.857672e-01,-1.767021e+43
17,5,7,6,6.180883e-01,-1.549196e+43
17,6,7,5,3.542051e-01,-1.714182e+43
17,7,4,3,1.036027e-01,-1.702710e+43
17,8,2,7,5.652831e-01,-1.868224e+43
17,9,6,6,5.943623e-03,-1.534265e+43
17,10,3,2,9.857672e-01,-1.674751e+43
17,11,5,3,4.411565e-01,-1.664324e+43
17,12,4,2,1.173171e-01,-1.848334e+43
17,13,3,8,9.307146e-01,-1.565642e+43
17,14,0,3,5.848453e-01,-1.605354e+43
17,15,8,6,6.180883e-01,-1.605763e+43
17,16,0,7,4.233370e-01,-1.570150e+43
17,17,3,2,9.857672e-01,-1.638803e+43
17,18,0,3,4.411565e-01,-1.781619e+43
17,19,3,1,6.918777e-01,-1.768551e+43
17,20,2,4,9.803931e-01,-1.639555e+43
17,21,8,2,8.211068e-01,-1.836443e+43
17,22,4,8,5.976824e-01,-1.576462e+43
17,23,4,2,1.173171e-01,-1.708843e+43
17,24,1,4,9.803931e-01,-1.697151e+43
17,25,6,7,2.436200e-01,-1.614892e+43
17,26,6,3,5.848453e-01,-1.648726e+43
17,27,6,2,8.211068e-01,-1.835677e+43
17,28,1,3,5.766073e-01,-1.625638e+43
17,29,6,3,4.411565e-01,-1.846624e+43
17,30,3,3,1.036027e-01,-1.618107e+43
17,31,5,3,5.848453e-01,-1.692416e+43
17,32,6,3,5.068191e-01,-1.800430e+43
17,33,0,3,5.068191e-01,-1.821533e+43
17,34,1,7,2.436200e-01,-1.650340e+43
17,35,6,2,8.211068e-01,-1.604863e+43
17,36,1,2,8.211068e-01,-1.613829e+43
17,37,0,6,6.180883e-01,-1.559524e+43
17,38,6,3,5.068191e-01,-1.849437e+43
17,39,2,3,5.068191e-01,-1.705804e+43
17,40,0,7,7.123006e-04,-1.765260e+43
17,41,3,0,5.769243e-01,-1.794525e+43
17,42,6,2,8.211068e-01,-1.652379e+43
17,43,3,1,6.918777e-01,-1.630593e+43
17,44,8,2,9.857672e-01,-1.590290e+43
17,45,0,7,7.123006e-04,-1.570509e+43
17,46,8,1,9.725948e-01,-1.693466e+43
17,47,3,0,9.774065e-01,-1.852328e+43
17,48,4,3,5.068191e-01,-1.659401e+43
17,49,4,3,1.036027e-01,-1.730323e+43
18,0,4,2,1.399420e-02,-1.748229e+43
18,1,7,4,4.996326e-01,-1.778078e+43
18,2,5,1,1.178921e-01,-1.865970e+43
18,3,7,2,5.363399e-01,-1.717321e+43
18,4,2,5,2.783702e-01,-1.870963e+43
18,5,6,8,2.769588e-01,-1.640325e+43
18,6,5,8,2.864499e-01,-1.815016e+43
18,7,3,2,1.399420e-02,-1.802869e+43
18,8,7,8,2.769588e-01,-1.978120e+43
18,9,6,3,4.925154e-01,-1.624516e+43
18,10,2,8,2.769588e-01,-1.773266e+43
18,11,3,2,9.464695e-01,-1.762225e+43
18,12,2,2,5.363399e-01,-1.957060e+43
18,13,8,3,4.925154e-01,-1.657739e+43
18,14,3,1,1.178921e-01,-1.699787e+43
18,15,6,2,8.438045e-01,-1.700220e+43
18,16,7,2,1.399420e-02,-1.662512e+43
18,17,2,4,1.003934e-01,-1.735203e+43
18,18,3,2,1.933913e-01,-1.886420e+43
18,19,1,3,4.925154e-01,-1.872583e+43
18,20,4,2,9.464695e-01,-1.735999e+43
18,21,2,8,2.769588e-01,-1.944469e+43
18,22,8,2,9.464695e-01,-1.669195e+43
18,23,2,2,1.399420e-02,-1.809364e+43
18,24,4,2,9.464695e-01,-1.796983e+43
18,25,7,5,2.783702e-01,-1.709886e+43
18,26,3,7,6.626237e-01,-1.745710e+43
18,27,2,8,1.120529e-01,-1.943659e+43
18,28,3,3,4.925154e-01,-1.721264e+43
18,29,3,4,1.003934e-01,-1.955249e+43
18,30,3,1,1.178921e-01,-1.713290e+43
18,31,3,2,2.631571e-01,-1.791970e+43
18,32,3,1,7.904774e-02,-1.906337e+43
18,33,3,2,2.631571e-01,-1.928682e+43
18,34,7,0,9.163980e-01,-1.747419e+43
18,35,2,2,9.464695e-01,-1.699266e+43
18,36,2,2,5.363399e-01,-1.708760e+43
18,37,6,1,7.904774e-02,-1.651261e+43
18,38,3,8,2.864499e-01,-1.958227e+43
18,39,3,2,5.363399e-01,-1.806146e+43
18,40,7,2,1.399420e-02,-1.869098e+43
18,41,0,2,1.399420e-02,-1.900085e+43
18,42,2,4,1.003934e-01,-1.749578e+43
18,43,1,3,4.925154e-01,-1.726511e+43
18,44,2,2,5.363399e-01,-1.683836e+43
18,45,7,2,9.464695e-01,-1.662892e+43
18,46,1,5,1.779028e-01,-1.793082e+43
18,47,0,0,8.026370e-01,-1.961289e+43
18,48,3,2,5.363399e-01,-1.757013e+43
18,49,3,0,8.026370e-01,-1.832107e+43
19,0,2,2,4.646755e-01,-1.845353e+43
19,1,4,8,9.984999e-01,-1.876860e+43
19,2,1,8,1.287930e-02,-1.969635e+43
19,3,2,5,3.937979e-01,-1.812728e+43
19,4,5,6,1.186292e-01,-1.974905e+43
19,5,8,6,6.225800e-01,-1.731454e+43
19,6,8,3,2.696431e-01,-1.915850e+43
19,7,2,3,2.601749e-02,-1.903028e+43
19,8,8,4,8.051528e-01,-2.088015e+43
19,9,3,3,6.136961e-01,-1.714767e+43
19,10,8,3,9.053522e-01,-1.871781e+43
19,11,2,3,9.195169e-01,-1.860127e+43
19,12,2,6,1.186292e-01,-2.065786e+43
19,13,3,5,6.588897e-01,-1.749835e+43
19,14,1,6,1.186292e-01,-1.794219e+43
19,15,2,8,9.733912e-01,-1.794677e+43
19,16,2,3,6.136961e-01,-1.754874e+43
19,17,4,8,1.287930e-02,-1.831603e+43
19,18,2,4,2.850892e-01,-1.991221e+43
19,19,3,2,2.736276e-01,-1.976616e+43
19,20,2,3,2.696431e-01,-1.832443e+43
19,21,8,2,4.646755e-01,-2.052495e+43
19,22,2,3,9.053522e-01,-1.761928e+43
19,23,2,2,4.646755e-01,-1.909884e+43
19,24,2,5,6.196200e-01,-1.896815e+43
19,25,5,8,9.733912e-01,-1.804880e+43
19,26,7,5,6.196200e-01,-1.842693e+43
19,27,8,2,2.736276e-01,-2.051640e+43
19,28,3,8,9.733912e-01,-1.816890e+43
19,29,4,8,4.493700e-01,-2.063874e+43
19,30,1,2,2.736276e-01,-1.808472e+43
19,31,2,3,9.053522e-01,-1.891524e+43
19,32,1,3,2.696431e-01,-2.012245e+43
19,33,2,1,6.040821e-01,-2.035831e+43
19,34,0,0,1.961155e-01,-1.844498e+43
19,35,2,5,6.196200e-01,-1.793670e+43
19,36,2,4,2.850892e-01,-1.803691e+43
19,37,1,5,3.937979e-01,-1.742998e+43
19,38,8,5,2.006180e-01,-2.067017e+43
19,39,2,5,3.937979e-01,-1.906487e+43
19,40,2,8,1.287930e-02,-1.972937e+43
19,41,2,3,9.053522e-01,-2.005646e+43
19,42,4,2,4.549162e-01,-1.846776e+43
19,43,3,7,7.594202e-02,-1.822428e+43
19,44,2,5,6.588897e-01,-1.777383e+43
19,45,2,5,3.937979e-01,-1.755275e+43
19,46,5,5,4.931316e-02,-1.892697e+43
19,47,0,3,6.136961e-01,-2.070249e+43
19,48,2,6,1.733174e-01,-1.854625e+43
19,49,0,8,4.493700e-01,-1.933890e+43
20,0,2,7,1.723350e-01,-1.942477e+43
20,1,8,2,6.621636e-01,-1.975642e+43
20,2,8,0,7.581292e-01,-2.073300e+43
20,3,5,4,4.390333e-01,-1.908135e+43
20,4,6,3,6.386187e-02,-2.078848e+43
20,5,6,8,5.788953e-01,-1.822583e+43
20,6,3,4,2.188524e-02,-2.016684e+43
20,7,3,0,8.452299e-01,-2.003188e+43
20,8,4,7,1.723350e-01,-2.197911e+43
20,9,3,6,3.931154e-02,-1.805018e+43
20,10,3,3,5.548517e-01,-1.970296e+43
20,11,3,8,5.788953e-01,-1.958028e+43
20,12,6,8,5.224191e-01,-2.174511e+43
20,13,5,0,8.713512e-01,-1.841932e+43
20,14,6,7,1.723350e-01,-1.888652e+43
20,15,8,0,8.713512e-01,-1.889133e+43
20,16,3,7,1.723350e-01,-1.847236e+43
20,17,8,6,3.931154e-02,-1.928003e+43
20,18,4,5,4.508271e-01,-2.096022e+43
20,19,2,7,7.470587e-01,-2.080648e+43
20,20,3,7,1.723350e-01,-1.928888e+43
20,21,2,0,5.689138e-01,-2.160521e+43
20,22,3,6,1.441753e-01,-1.854661e+43
20,23,2,6,7.103709e-01,-2.010404e+43
20,24,5,0,5.689138e-01,-1.996648e+43
20,25,8,3,4.821901e-01,-1.899873e+43
20,26,5,0,5.689138e-01,-1.939677e+43
20,27,2,3,7.045229e-01,-2.159621e+43
20,28,8,3,4.821901e-01,-1.912515e+43
20,29,8,6,7.103709e-01,-2.172498e+43
20,30,2,1,5.586916e-01,-1.903655e+43
20,31,3,5,4.508271e-01,-1.991077e+43
20,32,3,1,1.358423e-01,-2.118152e+43
20,33,1,7,1.723350e-01,-2.142980e+43
20,34,0,0,8.713512e-01,-1.941577e+43
20,35,5,7,8.445823e-01,-1.888074e+43
20,36,4,7,4.146974e-01,-1.898622e+43
20,37,5,8,5.788953e-01,-1.834735e+43
20,38,5,3,7.045229e-01,-2.175808e+43
20,39,5,3,6.386187e-02,-2.006829e+43
20,40,8,4,4.390333e-01,-2.076776e+43
20,41,3,5,2.097260e-02,-2.111206e+43
20,42,2,5,6.160368e-01,-1.943975e+43
20,43,7,1,5.586916e-01,-1.918345e+43
20,44,5,3,7.045229e-01,-1.870929e+43
20,45,5,7,1.723350e-01,-1.847658e+43
20,46,5,1,8.006079e-01,-1.992313e+43
20,47,3,6,3.931154e-02,-2.179210e+43
20,48,6,1,6.021879e-01,-1.952236e+43
20,49,8,3,6.386187e-02,-2.035674e+43
21,0,7,5,4.263359e-01,-2.039601e+43
21,1,2,8,5.195330e-01,-2.074424e+43
21,2,0,5,4.263359e-01,-2.176965e+43
21,3,4,2,9.154037e-01,-2.003542e+43
21,4,3,1,6.083876e-02,-2.182790e+43
21,5,8,0,3.949328e-01,-1.913712e+43
21,6,4,8,4.178445e-01,-2.117519e+43
21,7,0,0,8.681355e-02,-2.103347e+43
21,8,7,7,9.161376e-01,-2.307806e+43
21,9,6,2,4.469220e-01,-1.895269e+43
21,10,3,3,9.840286e-01,-2.068811e+43
21,11,8,1,3.798570e-01,-2.055930e+43
21,12,8,1,6.083876e-02,-2.283237e+43
21,13,0,2,3.805908e-01,-1.934028e+43
21,14,7,0,9.978555e-01,-1.983084e+43
21,15,0,1,6.917719e-01,-1.983590e+43
21,16,7,0,9.978555e-01,-1.939598e+43
21,17,6,0,6.493373e-01,-2.024403e+43
21,18,5,1,6.917719e-01,-2.200824e+43
21,19,7,8,5.195330e-01,-2.184680e+43
21,20,7,0,9.978555e-01,-2.025332e+43
21,21,0,5,2.882450e-02,-2.268547e+43
21,22,6,2,9.154037e-01,-1.947394e+43
21,23,6,8,4.178445e-01,-2.110924e+43
21,24,0,2,9.154037e-01,-2.096480e+43
21,25,3,0,3.949328e-01,-1.994867e+43
21,26,0,1,3.798570e-01,-2.036661e+43
21,27,3,7,4.176579e-02,-2.267602e+43
21,28,3,7,9.161376e-01,-2.008141e+43
21,29,6,7,3.103618e-01,-2.281123e+43
21,30,1,8,8.462950e-02,-1.998838e+43
21,31,5,7,3.312451e-01,-2.090631e+43
21,32,1,3,9.840286e-01,-2.224060e+43
21,33,7,2,4.469220e-01,-2.250129e+43
21,34,0,8,6.785668e-01,-2.038656e+43
21,35,7,8,4.178445e-01,-1.982478e+43
21,36,7,1,6.083876e-02,-1.993553e+43
21,37,8,8,4.178445e-01,-1.926471e+43
21,38,3,8,4.178445e-01,-2.284598e+43
21,39,3,0,9.978555e-01,-2.107170e+43
21,40,4,2,9.154037e-01,-2.180615e+43
21,41,5,0,9.978555e-01,-2.216766e+43
21,42,5,8,8.462950e-02,-2.041174e+43
21,43,1,8,8.462950e-02,-2.014262e+43
21,44,3,3,9.840286e-01,-1.964476e+43
21,45,7,1,6.917719e-01,-1.940041e+43
21,46,1,8,6.785668e-01,-2.091929e+43
21,47,6,1,6.083876e-02,-2.288170e+43
21,48,1,0,3.949328e-01,-2.049848e+43
21,49,3,8,4.178445e-01,-2.137458e+43
22,0,5,7,2.773296e-01,-2.136725e+43
22,1,8,0,8.964586e-01,-2.173207e+43
22,2,5,7,2.773296e-01,-2.280630e+43
22,3,2,7,8.794845e-01,-2.098948e+43
22,4,1,8,5.063072e-01,-2.286732e+43
22,5,0,2,5.666506e-01,-2.004841e+43
22,6,8,8,5.063072e-01,-2.218353e+43
22,7,0,2,1.684427e-01,-2.203507e+43
22,8,7,0,3.889780e-01,-2.417702e+43
22,9,2,7,2.773296e-01,-1.985519e+43
22,10,3,8,9.950986e-01,-2.167325e+43
22,11,1,5,3.883048e-01,-2.153831e+43
22,12,1,7,2.773296e-01,-2.391962e+43
22,13,2,4,7.006674e-01,-2.026125e+43
22,14,0,0,4.080192e-01,-2.077517e+43
22,15,1,0,5.061813e-01,-2.078047e+43
22,16,0,1,4.313933e-01,-2.031959e+43
22,17,0,8,5.063072e-01,-2.120804e+43
22,18,1,2,5.666506e-01,-2.305625e+43
22,19,8,0,4.080192e-01,-2.288713e+43
22,20,0,3,8.527394e-01,-2.121776e+43
22,21,5,8,8.898051e-01,-2.376573e+43
22,22,2,0,3.889780e-01,-2.040127e+43
22,23,8,8,5.063072e-01,-2.211444e+43
22,24,2,5,3.883048e-01,-2.196313e+43
22,25,0,4,8.400838e-01,-2.089861e+43
22,26,1,2,4.972452e-01,-2.133645e+43
22,27,7,8,5.063072e-01,-2.375583e+43
22,28,7,0,5.061813e-01,-2.103767e+43
22,29,7,7,8.794845e-01,-2.389748e+43
22,30,8,2,1.684427e-01,-2.094021e+43
22,31,7,3,8.527394e-01,-2.190185e+43
22,32,3,7,8.794845e-01,-2.329968e+43
22,33,2,7,8.794845e-01,-2.357278e+43
22,34,8,4,7.006674e-01,-2.135734e+43
22,35,8,0,4.080192e-01,-2.076881e+43
22,36,1,2,4.972452e-01,-2.088484e+43
22,37,8,8,8.898051e-01,-2.018208e+43
22,38,8,0,7.379089e-01,-2.393389e+43
22,39,0,5,3.883048e-01,-2.207511e+43
22,40,2,6,4.133984e-02,-2.284453e+43
22,41,0,0,4.080192e-01,-2.322326e+43
22,42,8,1,2.063064e-01,-2.138373e+43
22,43,8,0,5.061813e-01,-2.110180e+43
22,44,3,2,4.972452e-01,-2.058022e+43
22,45,1,1,2.063064e-01,-2.032424e+43
22,46,8,8,8.008204e-01,-2.191544e+43
22,47,1,1,4.313933e-01,-2.397131e+43
22,48,0,8,8.008204e-01,-2.147460e+43
22,49,8,1,4.313933e-01,-2.239242e+43
23,0,7,1,8.006560e-01,-2.233848e+43
23,1,0,2,8.768622e-01,-2.271989e+43
23,2,7,6,1.983376e-01,-2.384295e+43
23,3,7,1,5.329122e-01,-2.194355e+43
23,4,8,8,6.578815e-02,-2.390675e+43
23,5,2,0,1.229511e-02,-2.095970e+43
23,6,8,4,4.035810e-01,-2.319187e+43
23,7,2,0,8.432226e-01,-2.303666e+43
23,8,0,8,6.578815e-02,-2.527597e+43
23,9,7,1,5.329122e-01,-2.075770e+43
23,10,8,8,5.180899e-01,-2.265840e+43
23,11,5,4,8.530157e-01,-2.251732e+43
23,12,7,1,8.006560e-01,-2.500688e+43
23,13,4,2,8.768622e-01,-2.118221e+43
